Ligand ID,Mode,Affinity (kcal/mol),RMSD Lower Bound,RMSD Upper Bound
ligand_119196779_docking,2,-6.971,1.534,2.149
ligand_119196779_docking,3,-6.764,2.606,3.089
ligand_119196779_docking,4,-6.449,2.678,6.353
ligand_119196779_docking,5,-6.24,2.804,6.408
ligand_119196779_docking,6,-6.205,2.968,6.573
ligand_119196779_docking,7,-6.145,3.08,4.352
ligand_119196779_docking,8,-5.584,5.411,8.915
ligand_119196779_docking,9,-5.367,8.651,11.6
ligand_109903473_docking,1,-7.049,0.0,0.0
ligand_109903473_docking,2,-6.837,1.05,1.471
ligand_109903473_docking,3,-6.776,2.315,3.168
ligand_109903473_docking,4,-6.759,2.326,3.464
ligand_109903473_docking,5,-6.632,2.254,3.034
ligand_109903473_docking,6,-6.606,2.637,7.069
ligand_109903473_docking,7,-6.551,3.112,3.838
ligand_109903473_docking,8,-6.395,2.76,3.254
ligand_109903473_docking,9,-6.339,3.957,5.575
ligand_54795688_docking,1,-8.236,0.0,0.0
ligand_54795688_docking,2,-8.157,1.919,2.787
ligand_54795688_docking,3,-7.765,4.834,5.548
ligand_54795688_docking,4,-7.753,1.904,2.457
ligand_54795688_docking,5,-7.684,1.595,1.936
ligand_54795688_docking,6,-7.522,5.729,7.296
ligand_54795688_docking,7,-7.488,11.61,14.53
ligand_54795688_docking,8,-7.412,12.2,14.84
ligand_54795688_docking,9,-7.385,6.123,7.173
ligand_134225700_docking,1,-7.668,0.0,0.0
ligand_134225700_docking,2,-7.647,1.46,2.146
ligand_134225700_docking,3,-7.436,2.585,5.938
ligand_134225700_docking,4,-7.039,2.613,5.992
ligand_134225700_docking,5,-6.259,12.86,15.22
ligand_134225700_docking,6,-6.066,2.873,6.567
ligand_134225700_docking,7,-5.965,11.45,14.42
ligand_134225700_docking,8,-5.915,12.18,15.05
ligand_134225700_docking,9,-5.895,12.21,15.09
ligand_86996526_docking,1,-7.936,0.0,0.0
ligand_86996526_docking,2,-7.883,2.756,4.205
ligand_86996526_docking,3,-7.744,4.914,10.47
ligand_86996526_docking,4,-7.513,1.993,3.22
ligand_86996526_docking,5,-7.499,7.696,12.19
ligand_86996526_docking,6,-7.497,8.269,12.12
ligand_86996526_docking,7,-7.374,5.64,11.02
ligand_86996526_docking,8,-7.326,4.658,7.864
ligand_86996526_docking,9,-7.179,10.95,12.07
ligand_7020729_docking,1,-6.394,0.0,0.0
ligand_7020729_docking,2,-6.305,0.1334,1.398
ligand_7020729_docking,3,-6.258,3.536,4.9
ligand_7020729_docking,4,-5.489,1.611,2.057
ligand_7020729_docking,5,-5.408,3.214,4.726
ligand_7020729_docking,6,-5.282,1.429,2.535
ligand_7020729_docking,7,-5.218,3.783,5.391
ligand_7020729_docking,8,-5.003,3.657,4.753
ligand_7020729_docking,9,-4.698,2.639,3.646
ligand_61346940_docking,1,-7.797,0.0,0.0
ligand_61346940_docking,2,-7.291,1.748,2.321
ligand_61346940_docking,3,-5.733,3.431,5.818
ligand_61346940_docking,4,-5.416,3.371,4.645
ligand_61346940_docking,5,-5.313,8.618,10.99
ligand_61346940_docking,6,-5.313,4.859,7.183
ligand_61346940_docking,7,-5.31,3.444,4.775
ligand_61346940_docking,8,-5.116,8.806,11.04
ligand_61346940_docking,9,-5.1,4.112,5.304
ligand_113001685_docking,1,-7.463,0.0,0.0
ligand_113001685_docking,2,-7.448,6.233,8.214
ligand_113001685_docking,3,-7.094,10.53,13.83
ligand_113001685_docking,4,-7.081,6.495,8.36
ligand_113001685_docking,5,-7.049,2.588,3.489
ligand_113001685_docking,6,-7.008,6.175,8.905
ligand_113001685_docking,7,-6.929,1.633,2.441
ligand_113001685_docking,8,-6.8,10.61,13.67
ligand_113001685_docking,9,-6.774,10.63,13.24
ligand_60073904_docking,1,-6.936,0.0,0.0
ligand_60073904_docking,2,-6.512,1.431,1.51
ligand_60073904_docking,3,-6.112,1.325,1.916
ligand_60073904_docking,4,-5.834,2.374,6.092
ligand_60073904_docking,5,-5.714,1.486,2.045
ligand_60073904_docking,6,-5.338,2.814,5.788
ligand_60073904_docking,7,-5.328,14.82,17.34
ligand_60073904_docking,8,-5.273,2.539,5.261
ligand_60073904_docking,9,-5.113,3.108,6.155
ligand_7942187_docking,1,-7.063,0.0,0.0
ligand_7942187_docking,2,-6.466,10.89,14.14
ligand_7942187_docking,3,-6.323,1.976,2.61
ligand_7942187_docking,4,-6.297,3.13,9.708
ligand_7942187_docking,5,-6.264,7.451,8.79
ligand_7942187_docking,6,-6.198,10.84,14.09
ligand_7942187_docking,7,-5.843,7.458,9.003
ligand_7942187_docking,8,-5.731,2.115,2.865
ligand_7942187_docking,9,-5.706,10.32,13.59
ligand_5994164_docking,1,-6.666,0.0,0.0
ligand_5994164_docking,2,-6.329,1.786,2.556
ligand_5994164_docking,3,-6.189,1.313,2.265
ligand_5994164_docking,4,-4.991,3.317,6.455
ligand_5994164_docking,5,-4.979,13.04,14.62
ligand_5994164_docking,6,-4.908,9.83,12.8
ligand_5994164_docking,7,-4.904,11.51,13.42
ligand_5994164_docking,8,-4.85,8.498,11.41
ligand_5994164_docking,9,-4.798,9.251,12.41
ligand_1615738_docking,1,-8.524,0.0,0.0
ligand_1615738_docking,2,-8.199,1.906,9.602
ligand_1615738_docking,3,-8.126,2.581,4.021
ligand_1615738_docking,4,-8.053,2.781,8.485
ligand_1615738_docking,5,-7.947,2.14,9.068
ligand_1615738_docking,6,-7.897,3.135,8.117
ligand_1615738_docking,7,-7.885,4.678,7.26
ligand_1615738_docking,8,-7.717,1.929,2.608
ligand_1615738_docking,9,-7.715,3.321,4.671
ligand_43148194_docking,1,-7.117,0.0,0.0
ligand_43148194_docking,2,-6.894,8.383,12.94
ligand_43148194_docking,3,-6.614,3.269,6.443
ligand_43148194_docking,4,-6.572,3.918,7.985
ligand_43148194_docking,5,-6.467,4.216,8.441
ligand_43148194_docking,6,-6.378,11.12,15.44
ligand_43148194_docking,7,-6.24,3.258,7.394
ligand_43148194_docking,8,-6.117,13.58,17.51
ligand_43148194_docking,9,-6.048,11.55,13.78
ligand_165913626_docking,1,-7.685,0.0,0.0
ligand_165913626_docking,2,-6.659,2.375,5.999
ligand_165913626_docking,3,-6.205,4.096,7.337
ligand_165913626_docking,4,-5.98,1.919,2.386
ligand_165913626_docking,5,-5.887,3.347,6.93
ligand_165913626_docking,6,-5.876,4.581,6.225
ligand_165913626_docking,7,-5.696,5.085,9.07
ligand_165913626_docking,8,-5.632,3.988,5.866
ligand_165913626_docking,9,-5.596,4.974,8.486
ligand_22197494_docking,1,-7.038,0.0,0.0
ligand_22197494_docking,2,-6.802,7.051,9.187
ligand_22197494_docking,3,-6.677,7.09,9.349
ligand_22197494_docking,4,-6.612,5.026,7.122
ligand_22197494_docking,5,-6.49,5.196,6.939
ligand_22197494_docking,6,-6.465,5.467,7.129
ligand_22197494_docking,7,-6.436,7.463,9.616
ligand_22197494_docking,8,-6.414,7.239,9.23
ligand_22197494_docking,9,-6.26,8.323,10.49
ligand_23999389_docking,1,-8.278,0.0,0.0
ligand_23999389_docking,2,-8.023,1.944,6.708
ligand_23999389_docking,3,-7.829,1.175,1.262
ligand_23999389_docking,4,-7.77,1.939,6.257
ligand_23999389_docking,5,-7.634,2.16,6.636
ligand_23999389_docking,6,-7.235,4.748,6.95
ligand_23999389_docking,7,-7.131,2.902,3.93
ligand_23999389_docking,8,-6.712,11.81,15.07
ligand_23999389_docking,9,-6.656,11.52,15.3
ligand_94279320_docking,1,-8.073,0.0,0.0
ligand_94279320_docking,2,-8.006,1.66,2.343
ligand_94279320_docking,3,-8.002,1.625,1.995
ligand_94279320_docking,4,-6.836,1.455,1.952
ligand_94279320_docking,5,-6.753,11.29,14.09
ligand_94279320_docking,6,-6.58,11.34,14.2
ligand_94279320_docking,7,-6.36,12.05,14.78
ligand_94279320_docking,8,-6.257,4.271,8.204
ligand_94279320_docking,9,-6.251,4.966,6.593
ligand_19514502_docking,1,-6.314,0.0,0.0
ligand_19514502_docking,2,-6.254,2.254,2.882
ligand_19514502_docking,3,-6.203,2.123,2.68
ligand_19514502_docking,4,-6.065,2.027,2.635
ligand_19514502_docking,5,-5.973,7.524,9.989
ligand_19514502_docking,6,-5.855,4.635,6.598
ligand_19514502_docking,7,-5.804,4.568,8.828
ligand_19514502_docking,8,-5.773,1.364,1.6
ligand_19514502_docking,9,-5.752,5.322,6.075
ligand_761867_docking,1,-6.802,0.0,0.0
ligand_761867_docking,2,-6.334,7.547,10.37
ligand_761867_docking,3,-6.162,2.949,3.595
ligand_761867_docking,4,-6.053,9.171,10.92
ligand_761867_docking,5,-6.044,10.33,13.11
ligand_761867_docking,6,-5.988,9.613,12.69
ligand_761867_docking,7,-5.94,8.308,11.18
ligand_761867_docking,8,-5.814,6.485,9.945
ligand_761867_docking,9,-5.508,25.53,28.27
ligand_54844002_docking,1,-8.389,0.0,0.0
ligand_54844002_docking,2,-8.249,2.184,3.132
ligand_54844002_docking,3,-8.233,2.822,4.092
ligand_54844002_docking,4,-8.088,1.156,2.521
ligand_54844002_docking,5,-7.997,0.6494,1.402
ligand_54844002_docking,6,-7.993,5.9,12.61
ligand_54844002_docking,7,-7.799,1.548,2.355
ligand_54844002_docking,8,-7.759,1.478,2.033
ligand_54844002_docking,9,-7.491,6.207,12.63
ligand_78961062_docking,1,-7.502,0.0,0.0
ligand_78961062_docking,2,-7.196,1.789,3.206
ligand_78961062_docking,3,-6.867,1.237,1.802
ligand_78961062_docking,4,-6.628,1.903,6.203
ligand_78961062_docking,5,-6.261,1.535,2.14
ligand_78961062_docking,6,-6.142,3.363,6.691
ligand_78961062_docking,7,-6.118,11.67,14.89
ligand_78961062_docking,8,-5.761,3.872,7.432
ligand_78961062_docking,9,7.401,12.04,15.16
ligand_48419795_docking,1,-7.522,0.0,0.0
ligand_48419795_docking,2,-7.155,3.871,4.896
ligand_48419795_docking,3,-6.807,1.509,2.116
ligand_48419795_docking,4,-6.702,1.926,2.352
ligand_48419795_docking,5,-6.674,3.229,4.016
ligand_48419795_docking,6,-6.627,10.92,14.19
ligand_48419795_docking,7,-6.559,6.793,8.005
ligand_48419795_docking,8,-6.434,13.67,16.03
ligand_48419795_docking,9,-6.389,5.439,6.677
ligand_13765074_docking,1,-6.452,0.0,0.0
ligand_13765074_docking,2,-6.343,1.573,2.008
ligand_13765074_docking,3,-6.239,2.344,5.711
ligand_13765074_docking,4,-5.91,1.654,2.172
ligand_13765074_docking,5,-5.374,2.143,5.646
ligand_13765074_docking,6,-5.112,2.757,6.301
ligand_13765074_docking,7,-5.068,1.716,2.942
ligand_13765074_docking,8,-4.875,13.33,15.89
ligand_13765074_docking,9,-4.874,12.99,16.17
ligand_58459798_docking,1,-8.15,0.0,0.0
ligand_58459798_docking,2,-7.511,1.714,6.328
ligand_58459798_docking,3,-7.193,1.962,6.582
ligand_58459798_docking,4,-7.092,1.58,2.131
ligand_58459798_docking,5,-6.702,3.151,7.155
ligand_58459798_docking,6,-6.692,1.997,2.688
ligand_58459798_docking,7,-6.234,4.27,6.565
ligand_58459798_docking,8,-6.148,4.234,9.089
ligand_58459798_docking,9,-6.065,2.67,7.16
ligand_112692959_docking,1,-6.65,0.0,0.0
ligand_112692959_docking,2,-6.347,2.104,5.957
ligand_112692959_docking,3,-6.263,1.855,5.81
ligand_112692959_docking,4,-6.257,2.439,5.48
ligand_112692959_docking,5,-5.48,2.181,2.83
ligand_112692959_docking,6,-5.382,3.735,4.726
ligand_112692959_docking,7,-5.34,3.065,5.668
ligand_112692959_docking,8,-5.288,3.659,4.523
ligand_112692959_docking,9,-5.221,16.34,17.67
ligand_165926440_docking,1,-7.839,0.0,0.0
ligand_165926440_docking,2,-7.254,2.315,5.556
ligand_165926440_docking,3,-7.209,1.014,1.843
ligand_165926440_docking,4,-6.773,2.711,5.993
ligand_165926440_docking,5,-6.675,2.075,3.253
ligand_165926440_docking,6,-6.243,3.618,6.611
ligand_165926440_docking,7,-6.149,2.889,6.04
ligand_165926440_docking,8,-6.047,7.953,11.34
ligand_165926440_docking,9,-6.011,11.73,14.93
ligand_55174786_docking,1,-6.179,0.0,0.0
ligand_55174786_docking,2,-5.767,2.345,6.036
ligand_55174786_docking,3,-5.464,2.074,6.156
ligand_55174786_docking,4,-5.029,10.7,13.98
ligand_55174786_docking,5,-5.012,11.09,14.31
ligand_55174786_docking,6,-4.945,11.7,14.04
ligand_55174786_docking,7,-4.929,10.96,13.84
ligand_55174786_docking,8,-4.803,3.596,6.63
ligand_55174786_docking,9,-4.709,3.654,5.589
ligand_92164117_docking,1,-7.933,0.0,0.0
ligand_92164117_docking,2,-7.907,1.175,8.867
ligand_92164117_docking,3,-7.9,3.814,8.439
ligand_92164117_docking,4,-7.83,4.234,5.966
ligand_92164117_docking,5,-7.574,3.532,5.182
ligand_92164117_docking,6,-7.517,2.212,3.189
ligand_92164117_docking,7,-7.332,4.218,9.982
ligand_92164117_docking,8,-6.983,3.746,4.924
ligand_92164117_docking,9,-6.961,2.397,3.085
ligand_112994686_docking,1,-8.19,0.0,0.0
ligand_112994686_docking,2,-7.975,3.011,7.817
ligand_112994686_docking,3,-7.83,3.464,4.058
ligand_112994686_docking,4,-7.776,3.974,4.766
ligand_112994686_docking,5,-7.588,3.427,8.403
ligand_112994686_docking,6,-7.434,5.297,9.527
ligand_112994686_docking,7,-7.369,3.265,7.596
ligand_112994686_docking,8,-7.11,11.18,13.76
ligand_112994686_docking,9,-7.061,3.004,3.465
ligand_19891176_docking,1,-6.407,0.0,0.0
ligand_19891176_docking,2,-6.315,1.05,1.651
ligand_19891176_docking,3,-5.918,1.343,2.399
ligand_19891176_docking,4,-5.342,1.75,2.644
ligand_19891176_docking,5,-4.992,14.41,15.94
ligand_19891176_docking,6,-4.791,3.728,5.747
ligand_19891176_docking,7,-4.789,3.452,5.619
ligand_19891176_docking,8,-4.664,3.155,5.266
ligand_19891176_docking,9,-4.582,14.73,16.88
ligand_147625340_docking,1,-6.613,0.0,0.0
ligand_147625340_docking,2,-6.564,0.8656,2.085
ligand_147625340_docking,3,-6.077,1.118,1.505
ligand_147625340_docking,4,-5.659,2.954,5.826
ligand_147625340_docking,5,-5.299,2.337,3.208
ligand_147625340_docking,6,-5.149,2.727,4.845
ligand_147625340_docking,7,-4.771,3.927,5.813
ligand_147625340_docking,8,-4.712,3.751,5.308
ligand_147625340_docking,9,-4.653,15.79,17.07
ligand_55030506_docking,1,-6.908,0.0,0.0
ligand_55030506_docking,2,-6.797,2.82,6.334
ligand_55030506_docking,3,-6.625,1.587,2.306
ligand_55030506_docking,4,-6.138,14.42,17.14
ligand_55030506_docking,5,-5.958,14.8,18.66
ligand_55030506_docking,6,-5.834,2.77,6.345
ligand_55030506_docking,7,-5.79,12.39,15.24
ligand_55030506_docking,8,-5.565,2.742,6.522
ligand_55030506_docking,9,-5.516,3.242,6.789
ligand_171982088_docking,1,-6.901,0.0,0.0
ligand_171982088_docking,2,-6.843,2.082,7.141
ligand_171982088_docking,3,-6.711,1.78,2.589
ligand_171982088_docking,4,-6.661,1.743,2.62
ligand_171982088_docking,5,-6.617,3.335,6.043
ligand_171982088_docking,6,-6.617,1.591,2.894
ligand_171982088_docking,7,-6.602,3.942,6.514
ligand_171982088_docking,8,-6.494,1.9,2.521
ligand_171982088_docking,9,-6.459,1.51,2.159
ligand_97107395_docking,1,-8.123,0.0,0.0
ligand_97107395_docking,2,-7.79,1.667,2.56
ligand_97107395_docking,3,-7.739,1.118,1.572
ligand_97107395_docking,4,-7.337,1.643,5.882
ligand_97107395_docking,5,-7.174,1.902,5.849
ligand_97107395_docking,6,-7.042,1.985,5.908
ligand_97107395_docking,7,-6.897,1.616,2.058
ligand_97107395_docking,8,-6.38,2.319,3.182
ligand_97107395_docking,9,-6.2,11.8,15.43
ligand_7878662_docking,1,-7.645,0.0,0.0
ligand_7878662_docking,2,-7.206,1.334,2.011
ligand_7878662_docking,3,-6.707,2.988,6.017
ligand_7878662_docking,4,-6.473,1.887,2.709
ligand_7878662_docking,5,-6.465,12.29,15.12
ligand_7878662_docking,6,-6.291,5.204,8.22
ligand_7878662_docking,7,-6.245,3.746,6.499
ligand_7878662_docking,8,-6.127,1.949,2.345
ligand_7878662_docking,9,-6.057,12.47,15.23
ligand_44469192_docking,1,-7.349,0.0,0.0
ligand_44469192_docking,2,-7.263,1.399,2.09
ligand_44469192_docking,3,-7.259,3.733,7.827
ligand_44469192_docking,4,-7.187,2.206,3.386
ligand_44469192_docking,5,-7.059,4.2,8.294
ligand_44469192_docking,6,-6.911,2.669,5.156
ligand_44469192_docking,7,-6.859,4.138,8.792
ligand_44469192_docking,8,-6.784,4.695,8.991
ligand_44469192_docking,9,-6.774,6.141,8.055
ligand_7408157_docking,1,-6.593,0.0,0.0
ligand_7408157_docking,2,-6.559,1.173,1.221
ligand_7408157_docking,3,-6.355,0.5493,1.447
ligand_7408157_docking,4,-5.891,3.04,5.828
ligand_7408157_docking,5,-5.838,1.797,2.452
ligand_7408157_docking,6,-5.079,15.71,17.73
ligand_7408157_docking,7,-4.915,3.155,5.427
ligand_7408157_docking,8,-4.911,15.43,16.7
ligand_7408157_docking,9,-4.814,2.106,3.089
ligand_61040617_docking,1,-6.195,0.0,0.0
ligand_61040617_docking,2,-6.041,0.9604,1.692
ligand_61040617_docking,3,-6.03,12.02,14.69
ligand_61040617_docking,4,-5.595,8.157,11.09
ligand_61040617_docking,5,-5.446,9.072,12.59
ligand_61040617_docking,6,-5.297,7.583,10.59
ligand_61040617_docking,7,-5.27,1.917,3.05
ligand_61040617_docking,8,-5.162,7.684,11.4
ligand_61040617_docking,9,-5.137,7.226,10.92
ligand_39890729_docking,1,-7.353,0.0,0.0
ligand_39890729_docking,2,-6.857,2.107,2.233
ligand_39890729_docking,3,-6.54,2.278,6.853
ligand_39890729_docking,4,-6.524,12.76,15.84
ligand_39890729_docking,5,-6.41,3.244,7.027
ligand_39890729_docking,6,-6.291,2.062,2.42
ligand_39890729_docking,7,-6.099,2.127,2.618
ligand_39890729_docking,8,-6.067,11.79,15.31
ligand_39890729_docking,9,-6.018,2.159,2.79
ligand_4657081_docking,1,-6.702,0.0,0.0
ligand_4657081_docking,2,-6.118,1.239,2.153
ligand_4657081_docking,3,-5.541,1.916,4.877
ligand_4657081_docking,4,-5.511,2.465,5.378
ligand_4657081_docking,5,-5.458,2.16,5.125
ligand_4657081_docking,6,-5.447,1.852,2.488
ligand_4657081_docking,7,-5.135,2.498,4.895
ligand_4657081_docking,8,-5.113,2.543,5.338
ligand_4657081_docking,9,-5.049,2.972,5.313
ligand_64991554_docking,1,-7.648,0.0,0.0
ligand_64991554_docking,2,-7.328,1.599,5.979
ligand_64991554_docking,3,-7.312,1.655,2.179
ligand_64991554_docking,4,-7.013,2.275,6.048
ligand_64991554_docking,5,-6.298,4.198,6.566
ligand_64991554_docking,6,-6.261,1.723,2.561
ligand_64991554_docking,7,-6.059,2.513,6.282
ligand_64991554_docking,8,-5.756,4.691,7.095
ligand_64991554_docking,9,-5.673,8.465,10.98
ligand_91450594_docking,1,-8.463,0.0,0.0
ligand_91450594_docking,2,-7.384,2.867,6.781
ligand_91450594_docking,3,-7.183,2.866,5.126
ligand_91450594_docking,4,-7.162,2.726,7.625
ligand_91450594_docking,5,-7.112,3.365,6.218
ligand_91450594_docking,6,-7.076,8.514,12.74
ligand_91450594_docking,7,-7.047,3.393,6.214
ligand_91450594_docking,8,-7.005,3.451,6.295
ligand_91450594_docking,9,-6.936,2.765,7.671
ligand_230755_docking,1,-7.685,0.0,0.0
ligand_230755_docking,2,-7.593,1.316,1.632
ligand_230755_docking,3,-7.106,1.462,6.453
ligand_230755_docking,4,-6.774,1.374,6.531
ligand_230755_docking,5,-6.438,1.93,2.641
ligand_230755_docking,6,-6.293,13.28,16.22
ligand_230755_docking,7,-6.252,1.652,2.319
ligand_230755_docking,8,-6.212,13.83,16.43
ligand_230755_docking,9,-6.08,2.176,6.658
ligand_121861627_docking,1,-7.538,0.0,0.0
ligand_121861627_docking,2,-7.383,1.797,2.759
ligand_121861627_docking,3,-7.214,1.977,4.591
ligand_121861627_docking,4,-6.633,1.821,3.663
ligand_121861627_docking,5,-6.484,2.437,3.444
ligand_121861627_docking,6,-5.637,6.866,12.24
ligand_121861627_docking,7,-5.382,9.466,12.75
ligand_121861627_docking,8,-5.381,11.56,13.7
ligand_121861627_docking,9,-5.36,8.099,11.79
ligand_88740799_docking,1,-7.015,0.0,0.0
ligand_88740799_docking,2,-6.485,1.633,2.878
ligand_88740799_docking,3,-6.197,1.367,3.649
ligand_88740799_docking,4,-6.1,1.683,2.437
ligand_88740799_docking,5,-5.904,2.252,5.635
ligand_88740799_docking,6,-5.864,2.07,5.792
ligand_88740799_docking,7,-5.776,2.375,5.956
ligand_88740799_docking,8,-5.567,3.247,7.008
ligand_88740799_docking,9,-5.447,2.431,6.168
ligand_99781341_docking,1,-5.481,0.0,0.0
ligand_99781341_docking,2,-5.402,2.818,4.873
ligand_99781341_docking,3,-5.386,4.341,7.033
ligand_99781341_docking,4,-5.367,1.16,2.124
ligand_99781341_docking,5,-5.327,5.42,8.26
ligand_99781341_docking,6,-5.261,2.217,3.504
ligand_99781341_docking,7,-5.183,2.4,4.054
ligand_99781341_docking,8,-5.04,2.091,3.743
ligand_99781341_docking,9,-4.818,7.898,10.5
ligand_82121241_docking,1,-8.084,0.0,0.0
ligand_82121241_docking,2,-7.497,1.533,6.177
ligand_82121241_docking,3,-6.92,2.164,6.231
ligand_82121241_docking,4,-6.916,12.18,15.43
ligand_82121241_docking,5,-6.553,12.02,14.81
ligand_82121241_docking,6,-6.479,4.814,6.806
ligand_82121241_docking,7,-6.388,11.59,14.97
ligand_82121241_docking,8,-6.313,2.292,3.636
ligand_82121241_docking,9,-5.995,5.303,7.127
ligand_3993126_docking,1,-6.811,0.0,0.0
ligand_3993126_docking,2,-6.559,2.812,6.182
ligand_3993126_docking,3,-6.491,2.466,6.229
ligand_3993126_docking,4,-6.165,2.408,6.293
ligand_3993126_docking,5,-5.995,3.278,6.242
ligand_3993126_docking,6,-5.946,3.4,6.02
ligand_3993126_docking,7,-5.641,3.003,6.33
ligand_3993126_docking,8,-5.303,3.43,6.449
ligand_3993126_docking,9,-5.208,11.79,14.72
ligand_62115115_docking,1,-6.841,0.0,0.0
ligand_62115115_docking,2,-6.587,1.704,2.226
ligand_62115115_docking,3,-5.79,1.585,5.429
ligand_62115115_docking,4,-5.556,1.575,2.4
ligand_62115115_docking,5,-5.539,1.493,2.526
ligand_62115115_docking,6,-5.332,2.018,2.933
ligand_62115115_docking,7,-4.941,10.7,13.64
ligand_62115115_docking,8,-4.899,10.67,13.66
ligand_62115115_docking,9,-4.891,2.932,5.879
ligand_71190589_docking,1,-7.33,0.0,0.0
ligand_71190589_docking,2,-7.135,1.101,2.099
ligand_71190589_docking,3,-7.095,1.679,2.352
ligand_71190589_docking,4,-7.07,1.331,2.848
ligand_71190589_docking,5,-7.034,1.223,1.685
ligand_71190589_docking,6,-6.053,2.249,2.796
ligand_71190589_docking,7,-5.999,3.155,5.94
ligand_71190589_docking,8,-5.451,3.251,6.059
ligand_71190589_docking,9,-5.34,14.43,16.96
ligand_62050834_docking,1,-7.37,0.0,0.0
ligand_62050834_docking,2,-6.681,3.304,6.058
ligand_62050834_docking,3,-6.424,2.979,5.756
ligand_62050834_docking,4,-5.966,3.566,6.467
ligand_62050834_docking,5,-5.724,12.27,15.04
ligand_62050834_docking,6,-5.569,11.31,13.88
ligand_62050834_docking,7,-5.512,11.77,14.55
ligand_62050834_docking,8,-5.418,12.58,15.41
ligand_62050834_docking,9,-5.331,10.32,12.39
ligand_689360_docking,1,-6.223,0.0,0.0
ligand_689360_docking,2,-5.985,0.9132,1.74
ligand_689360_docking,3,-5.297,16.24,18.16
ligand_689360_docking,4,-5.292,2.981,4.931
