Ligand ID,Mode,Affinity (kcal/mol),RMSD Lower Bound,RMSD Upper Bound
ligand_15247500_docking,3,-5.918,1.838,2.365
ligand_15247500_docking,4,-5.626,3.171,5.731
ligand_15247500_docking,5,-5.551,3.136,4.108
ligand_15247500_docking,6,-5.491,15.3,16.88
ligand_15247500_docking,7,-5.441,3.125,5.447
ligand_15247500_docking,8,-5.319,14.66,16.59
ligand_15247500_docking,9,-5.173,2.038,3.233
ligand_66513271_docking,1,-6.406,0.0,0.0
ligand_66513271_docking,2,-5.901,2.841,3.441
ligand_66513271_docking,3,-5.693,11.87,14.99
ligand_66513271_docking,4,-5.61,9.876,12.56
ligand_66513271_docking,5,-5.494,12.22,15.5
ligand_66513271_docking,6,-5.486,10.01,12.66
ligand_66513271_docking,7,-5.367,9.32,11.88
ligand_66513271_docking,8,-5.276,13.94,17.31
ligand_66513271_docking,9,-5.144,11.85,14.39
ligand_54906201_docking,1,-7.121,0.0,0.0
ligand_54906201_docking,2,-6.727,1.663,2.251
ligand_54906201_docking,3,-6.671,1.897,2.458
ligand_54906201_docking,4,-6.138,1.961,6.196
ligand_54906201_docking,5,-6.068,2.388,6.067
ligand_54906201_docking,6,-5.769,12.5,15.79
ligand_54906201_docking,7,-5.456,2.553,6.069
ligand_54906201_docking,8,-5.315,2.605,6.563
ligand_54906201_docking,9,-5.124,11.01,13.54
ligand_84265154_docking,1,-6.102,0.0,0.0
ligand_84265154_docking,2,-5.835,2.018,2.735
ligand_84265154_docking,3,-5.811,6.495,9.444
ligand_84265154_docking,4,-5.766,3.377,6.642
ligand_84265154_docking,5,-5.68,3.046,4.335
ligand_84265154_docking,6,-5.64,3.838,7.074
ligand_84265154_docking,7,-5.638,6.747,9.402
ligand_84265154_docking,8,-5.586,5.708,7.64
ligand_84265154_docking,9,-5.402,6.439,9.024
ligand_101941277_docking,1,-8.346,0.0,0.0
ligand_101941277_docking,2,-8.259,0.6482,1.484
ligand_101941277_docking,3,-8.157,1.028,3.277
ligand_101941277_docking,4,-8.05,1.168,3.454
ligand_101941277_docking,5,-7.809,5.544,10.01
ligand_101941277_docking,6,-7.69,1.68,2.942
ligand_101941277_docking,7,-7.665,3.513,5.602
ligand_101941277_docking,8,-7.573,3.641,5.647
ligand_101941277_docking,9,-7.546,4.009,8.012
ligand_103106490_docking,1,-6.689,0.0,0.0
ligand_103106490_docking,2,-6.151,1.959,2.723
ligand_103106490_docking,3,-6.088,1.295,2.058
ligand_103106490_docking,4,-5.839,4.131,7.651
ligand_103106490_docking,5,-5.648,3.72,5.094
ligand_103106490_docking,6,-5.407,2.978,4.574
ligand_103106490_docking,7,-5.393,2.894,7.587
ligand_103106490_docking,8,-5.282,7.036,11.55
ligand_103106490_docking,9,-5.106,4.217,8.96
ligand_54816813_docking,1,-8.311,0.0,0.0
ligand_54816813_docking,2,-7.229,9.138,15.05
ligand_54816813_docking,3,-7.209,5.951,9.295
ligand_54816813_docking,4,-7.132,8.278,14.64
ligand_54816813_docking,5,-7.118,2.837,5.238
ligand_54816813_docking,6,-6.992,3.263,10.61
ligand_54816813_docking,7,-6.92,3.143,5.386
ligand_54816813_docking,8,-6.858,3.968,6.692
ligand_54816813_docking,9,-6.801,4.332,5.916
ligand_61938348_docking,1,-7.623,0.0,0.0
ligand_61938348_docking,2,-7.326,1.554,2.295
ligand_61938348_docking,3,-6.336,2.396,3.185
ligand_61938348_docking,4,-5.828,3.325,6.039
ligand_61938348_docking,5,-5.746,15.43,17.7
ligand_61938348_docking,6,-5.534,3.807,6.625
ligand_61938348_docking,7,-5.508,3.759,6.365
ligand_61938348_docking,8,-5.33,4.621,6.308
ligand_61938348_docking,9,-5.264,4.214,5.901
ligand_56274874_docking,1,-8.999,0.0,0.0
ligand_56274874_docking,2,-8.472,6.82,7.796
ligand_56274874_docking,3,-8.092,5.142,6.285
ligand_56274874_docking,4,-7.722,7.31,8.345
ligand_56274874_docking,5,-7.714,1.849,2.245
ligand_56274874_docking,6,-7.587,7.95,9.491
ligand_56274874_docking,7,-7.429,8.289,9.671
ligand_56274874_docking,8,-7.162,7.648,10.68
ligand_56274874_docking,9,-7.153,6.019,11.11
ligand_11529937_docking,1,-8.013,0.0,0.0
ligand_11529937_docking,2,-7.401,3.439,8.025
ligand_11529937_docking,3,-7.396,2.631,7.753
ligand_11529937_docking,4,-7.368,2.942,7.75
ligand_11529937_docking,5,-7.221,2.047,7.098
ligand_11529937_docking,6,-7.071,3.032,8.746
ligand_11529937_docking,7,-7.043,2.206,3.462
ligand_11529937_docking,8,-6.977,2.711,8.327
ligand_11529937_docking,9,-6.688,1.828,2.525
ligand_116601558_docking,1,-6.705,0.0,0.0
ligand_116601558_docking,2,-6.448,1.487,1.768
ligand_116601558_docking,3,-6.423,2.213,5.74
ligand_116601558_docking,4,-6.145,3.184,5.331
ligand_116601558_docking,5,-5.543,2.605,5.813
ligand_116601558_docking,6,-5.392,14.58,16.31
ligand_116601558_docking,7,-5.342,2.248,3.067
ligand_116601558_docking,8,-5.206,3.55,6.111
ligand_116601558_docking,9,-5.128,2.776,3.801
ligand_112993699_docking,1,-8.133,0.0,0.0
ligand_112993699_docking,2,-7.377,4.37,5.049
ligand_112993699_docking,3,-7.287,5.635,8.438
ligand_112993699_docking,4,-7.221,4.63,8.347
ligand_112993699_docking,5,-7.068,5.026,5.894
ligand_112993699_docking,6,-6.897,4.498,10.27
ligand_112993699_docking,7,-6.835,10.58,13.44
ligand_112993699_docking,8,-6.613,3.155,4.236
ligand_112993699_docking,9,-6.437,8.951,12.14
ligand_54813756_docking,1,-6.231,0.0,0.0
ligand_54813756_docking,2,-6.178,4.434,10.94
ligand_54813756_docking,3,-6.118,3.609,10.35
ligand_54813756_docking,4,-5.899,4.578,11.11
ligand_54813756_docking,5,-5.889,9.14,13.56
ligand_54813756_docking,6,-5.734,7.975,13.41
ligand_54813756_docking,7,-5.73,2.298,9.8
ligand_54813756_docking,8,-5.722,2.284,9.514
ligand_54813756_docking,9,-5.688,2.415,9.958
ligand_112339013_docking,1,-6.096,0.0,0.0
ligand_112339013_docking,2,-5.872,14.35,16.19
ligand_112339013_docking,3,-5.868,2.153,7.65
ligand_112339013_docking,4,-5.796,13.72,16.03
ligand_112339013_docking,5,-5.685,13.5,15.52
ligand_112339013_docking,6,-5.62,8.458,12.2
ligand_112339013_docking,7,-5.544,8.973,13.18
ligand_112339013_docking,8,-5.454,1.919,2.715
ligand_112339013_docking,9,-5.425,3.313,8.641
ligand_54813881_docking,1,-7.831,0.0,0.0
ligand_54813881_docking,2,-7.726,1.003,1.761
ligand_54813881_docking,3,-7.216,1.617,2.161
ligand_54813881_docking,4,-7.205,2.012,2.575
ligand_54813881_docking,5,-6.869,3.12,8.135
ligand_54813881_docking,6,-6.721,10.12,13.94
ligand_54813881_docking,7,-6.717,2.543,9.738
ligand_54813881_docking,8,-6.675,6.014,7.653
ligand_54813881_docking,9,-6.517,12.23,15.56
ligand_104077357_docking,1,-6.849,0.0,0.0
ligand_104077357_docking,2,-5.941,2.605,5.987
ligand_104077357_docking,3,-5.609,2.616,5.983
ligand_104077357_docking,4,-5.594,2.164,2.764
ligand_104077357_docking,5,-5.399,2.601,5.65
ligand_104077357_docking,6,-5.252,2.582,3.934
ligand_104077357_docking,7,-5.068,2.58,3.94
ligand_104077357_docking,8,-4.953,3.2,4.637
ligand_104077357_docking,9,-4.95,7.874,11.07
ligand_10703648_docking,1,-6.707,0.0,0.0
ligand_10703648_docking,2,-6.674,1.238,1.817
ligand_10703648_docking,3,-6.654,1.51,2.808
ligand_10703648_docking,4,-5.928,2.137,5.362
ligand_10703648_docking,5,-5.9,2.177,5.972
ligand_10703648_docking,6,-5.682,1.959,2.392
ligand_10703648_docking,7,-5.425,13.89,15.65
ligand_10703648_docking,8,-5.21,2.554,3.139
ligand_10703648_docking,9,-5.144,14.24,16.45
ligand_61304105_docking,1,-7.347,0.0,0.0
ligand_61304105_docking,2,-6.585,1.64,2.242
ligand_61304105_docking,3,-6.464,2.308,5.619
ligand_61304105_docking,4,-6.097,2.327,6.237
ligand_61304105_docking,5,-5.991,2.381,5.827
ligand_61304105_docking,6,-5.794,12.33,15.3
ligand_61304105_docking,7,-5.681,12.95,15.89
ligand_61304105_docking,8,-5.62,10.65,13.81
ligand_61304105_docking,9,-5.442,9.445,11.59
ligand_81764433_docking,1,-5.851,0.0,0.0
ligand_81764433_docking,2,-5.665,11.87,14.35
ligand_81764433_docking,3,-5.635,12.13,14.29
ligand_81764433_docking,4,-5.507,1.454,2.322
ligand_81764433_docking,5,-5.177,7.075,10.48
ligand_81764433_docking,6,-5.15,2.818,7.575
ligand_81764433_docking,7,-5.126,2.796,7.73
ligand_81764433_docking,8,-5.073,9.53,12.88
ligand_81764433_docking,9,-5.021,12.51,13.93
ligand_114040100_docking,1,-7.472,0.0,0.0
ligand_114040100_docking,2,-7.46,2.983,6.563
ligand_114040100_docking,3,-6.844,1.848,2.633
ligand_114040100_docking,4,-6.497,5.178,7.583
ligand_114040100_docking,5,-6.393,4.092,5.142
ligand_114040100_docking,6,-6.337,5.791,8.142
ligand_114040100_docking,7,-6.186,5.36,6.723
ligand_114040100_docking,8,-6.081,3.176,6.18
ligand_114040100_docking,9,-6.073,4.259,5.943
ligand_64583656_docking,1,-7.074,0.0,0.0
ligand_64583656_docking,2,-6.77,1.583,2.466
ligand_64583656_docking,3,-6.59,1.9,2.483
ligand_64583656_docking,4,-5.985,2.253,5.952
ligand_64583656_docking,5,-5.874,11.61,15.31
ligand_64583656_docking,6,-5.862,4.132,5.837
ligand_64583656_docking,7,-5.652,2.245,6.258
ligand_64583656_docking,8,-5.625,12.5,16.07
ligand_64583656_docking,9,-5.462,2.231,6.153
ligand_107822313_docking,1,-5.642,0.0,0.0
ligand_107822313_docking,2,-5.641,11.85,13.67
ligand_107822313_docking,3,-5.573,11.6,13.29
ligand_107822313_docking,4,-5.455,1.289,1.701
ligand_107822313_docking,5,-5.452,4.185,7.288
ligand_107822313_docking,6,-5.441,3.668,5.071
ligand_107822313_docking,7,-5.409,1.354,2.197
ligand_107822313_docking,8,-5.409,1.373,2.704
ligand_107822313_docking,9,-5.397,1.474,3.115
ligand_73330974_docking,1,-7.331,0.0,0.0
ligand_73330974_docking,2,-7.165,1.061,2.793
ligand_73330974_docking,3,-7.048,3.51,10.47
ligand_73330974_docking,4,-6.955,1.814,2.92
ligand_73330974_docking,5,-6.885,3.198,9.316
ligand_73330974_docking,6,-6.808,2.617,4.362
ligand_73330974_docking,7,-6.709,2.956,4.863
ligand_73330974_docking,8,-6.692,3.155,9.562
ligand_73330974_docking,9,-6.69,1.797,3.166
ligand_63589240_docking,1,-7.795,0.0,0.0
ligand_63589240_docking,2,-7.579,1.706,2.149
ligand_63589240_docking,3,-7.578,2.012,2.621
ligand_63589240_docking,4,-6.307,2.146,6.036
ligand_63589240_docking,5,-6.264,1.873,2.148
ligand_63589240_docking,6,-6.073,2.366,6.615
ligand_63589240_docking,7,-5.841,2.647,6.96
ligand_63589240_docking,8,-5.752,12.04,15.83
ligand_63589240_docking,9,-5.734,12.59,14.75
ligand_62799283_docking,1,-7.707,0.0,0.0
ligand_62799283_docking,2,-7.576,1.25,1.679
ligand_62799283_docking,3,-7.345,1.604,2.264
ligand_62799283_docking,4,-7.16,4.057,4.402
ligand_62799283_docking,5,-6.925,2.908,3.537
ligand_62799283_docking,6,-6.898,4.996,5.708
ligand_62799283_docking,7,-6.771,2.63,3.278
ligand_62799283_docking,8,-6.368,2.696,3.525
ligand_62799283_docking,9,-6.346,2.798,7.378
ligand_12961677_docking,1,-7.648,0.0,0.0
ligand_12961677_docking,2,-7.272,2.479,7.002
ligand_12961677_docking,3,-7.085,2.528,6.94
ligand_12961677_docking,4,-6.914,13.01,16.32
ligand_12961677_docking,5,-6.463,13.29,15.96
ligand_12961677_docking,6,-6.437,2.14,3.302
ligand_12961677_docking,7,-6.248,13.48,16.1
ligand_12961677_docking,8,-6.094,5.154,7.468
ligand_12961677_docking,9,-6.034,12.09,15.5
ligand_11148764_docking,1,-6.974,0.0,0.0
ligand_11148764_docking,2,-6.931,0.2692,1.237
ligand_11148764_docking,3,-6.614,1.439,2.061
ligand_11148764_docking,4,-6.331,2.382,5.585
ligand_11148764_docking,5,-6.325,1.756,2.646
ligand_11148764_docking,6,-6.101,1.62,2.279
ligand_11148764_docking,7,-6.058,2.167,5.476
ligand_11148764_docking,8,-6.029,2.705,5.824
ligand_11148764_docking,9,-5.772,1.607,2.091
ligand_43728597_docking,1,-6.424,0.0,0.0
ligand_43728597_docking,2,-6.071,2.372,3.279
ligand_43728597_docking,3,-6.021,12.9,16.72
ligand_43728597_docking,4,-5.821,14.21,16.65
ligand_43728597_docking,5,-5.802,2.925,3.472
ligand_43728597_docking,6,-5.669,3.211,6.046
ligand_43728597_docking,7,-5.655,3.587,6.694
ligand_43728597_docking,8,-5.456,2.071,2.464
ligand_43728597_docking,9,-5.343,9.122,12.57
ligand_54816203_docking,1,-7.165,0.0,0.0
ligand_54816203_docking,2,-6.738,4.014,11.04
ligand_54816203_docking,3,-6.724,1.281,1.774
ligand_54816203_docking,4,-6.241,4.726,10.4
ligand_54816203_docking,5,-6.21,1.66,2.1
ligand_54816203_docking,6,-6.207,4.035,10.34
ligand_54816203_docking,7,-6.149,1.2,2.251
ligand_54816203_docking,8,-6.125,1.25,1.964
ligand_54816203_docking,9,-5.826,2.218,2.903
ligand_70364392_docking,1,-7.633,0.0,0.0
ligand_70364392_docking,2,-7.451,1.514,2.508
ligand_70364392_docking,3,-7.332,1.183,1.588
ligand_70364392_docking,4,-7.281,1.56,6.091
ligand_70364392_docking,5,-7.264,1.343,6.23
ligand_70364392_docking,6,-7.02,1.364,6.414
ligand_70364392_docking,7,-6.916,1.498,2.339
ligand_70364392_docking,8,-6.537,3.418,4.471
ligand_70364392_docking,9,-6.416,3.4,7.242
ligand_165923249_docking,1,-8.215,0.0,0.0
ligand_165923249_docking,2,-7.188,1.47,2.258
ligand_165923249_docking,3,-7.155,1.95,2.701
ligand_165923249_docking,4,-6.823,1.639,2.108
ligand_165923249_docking,5,-6.235,12.56,15.8
ligand_165923249_docking,6,-6.229,11.95,15.21
ligand_165923249_docking,7,-6.116,5.291,6.576
ligand_165923249_docking,8,-5.9,12.42,15.48
ligand_165923249_docking,9,-3.419,12.09,15.37
ligand_123516948_docking,1,-8.076,0.0,0.0
ligand_123516948_docking,2,-8.052,2.298,10.63
ligand_123516948_docking,3,-7.871,5.26,7.014
ligand_123516948_docking,4,-7.816,2.995,9.62
ligand_123516948_docking,5,-7.8,2.644,10.75
ligand_123516948_docking,6,-7.777,5.317,12.5
ligand_123516948_docking,7,-7.614,2.957,10.98
ligand_123516948_docking,8,-7.614,2.931,11.37
ligand_123516948_docking,9,-7.437,3.181,10.05
ligand_117730691_docking,1,-5.797,0.0,0.0
ligand_117730691_docking,2,-5.71,7.36,10.37
ligand_117730691_docking,3,-5.635,2.881,5.342
ligand_117730691_docking,4,-5.536,2.57,5.018
ligand_117730691_docking,5,-5.531,2.776,5.219
ligand_117730691_docking,6,-5.518,4.408,6.391
ligand_117730691_docking,7,-5.51,1.18,1.488
ligand_117730691_docking,8,-5.495,2.92,6.357
ligand_117730691_docking,9,-5.398,1.967,5.901
ligand_165908093_docking,1,-7.619,0.0,0.0
ligand_165908093_docking,2,-7.205,2.079,6.63
ligand_165908093_docking,3,-7.15,1.829,5.874
ligand_165908093_docking,4,-7.04,1.338,2.269
ligand_165908093_docking,5,-6.37,1.246,1.962
ligand_165908093_docking,6,-5.831,11.53,14.96
ligand_165908093_docking,7,-5.828,3.979,7.343
ligand_165908093_docking,8,-5.639,3.169,4.395
ligand_165908093_docking,9,-5.525,10.9,13.06
ligand_54820669_docking,1,-5.398,0.0,0.0
ligand_54820669_docking,2,-5.274,0.7173,1.13
ligand_54820669_docking,3,-5.118,1.317,1.818
ligand_54820669_docking,4,-5.076,3.913,8.253
ligand_54820669_docking,5,-4.961,11.05,12.39
ligand_54820669_docking,6,-4.945,1.965,2.621
ligand_54820669_docking,7,-4.733,1.756,2.667
ligand_54820669_docking,8,-4.665,2.724,3.509
ligand_54820669_docking,9,-4.618,9.956,11.83
ligand_54795654_docking,1,-8.163,0.0,0.0
ligand_54795654_docking,2,-7.778,1.769,2.37
ligand_54795654_docking,3,-7.392,1.943,2.834
ligand_54795654_docking,4,-7.322,2.175,3.661
ligand_54795654_docking,5,-7.302,1.39,1.986
ligand_54795654_docking,6,-7.224,4.983,6.663
ligand_54795654_docking,7,-7.098,11.54,15.05
ligand_54795654_docking,8,-6.888,11.15,14.6
ligand_54795654_docking,9,-6.86,1.444,1.922
ligand_47289040_docking,1,-6.156,0.0,0.0
ligand_47289040_docking,2,-6.061,3.439,4.956
ligand_47289040_docking,3,-6.016,3.529,6.534
ligand_47289040_docking,4,-5.971,12.86,15.36
ligand_47289040_docking,5,-5.784,4.504,6.749
ligand_47289040_docking,6,-5.701,11.81,15.4
ligand_47289040_docking,7,-5.675,9.716,12.26
ligand_47289040_docking,8,-5.561,4.701,6.938
ligand_47289040_docking,9,-5.556,12.2,15.49
ligand_129843789_docking,1,-7.453,0.0,0.0
ligand_129843789_docking,2,-7.417,2.92,6.415
ligand_129843789_docking,3,-7.288,1.462,2.144
ligand_129843789_docking,4,-7.078,3.071,6.512
ligand_129843789_docking,5,-6.886,2.57,3.865
ligand_129843789_docking,6,-6.88,1.824,2.289
ligand_129843789_docking,7,-6.765,1.932,2.528
ligand_129843789_docking,8,-6.662,2.933,5.982
ligand_129843789_docking,9,-6.391,2.742,6.152
ligand_44890611_docking,1,-5.559,0.0,0.0
ligand_44890611_docking,2,-5.269,8.772,11.76
ligand_44890611_docking,3,-5.267,5.934,8.803
ligand_44890611_docking,4,-5.102,8.857,11.18
ligand_44890611_docking,5,-5.025,8.461,10.94
ligand_44890611_docking,6,-4.979,2.154,5.09
ligand_44890611_docking,7,-4.859,8.281,11.05
ligand_44890611_docking,8,-4.82,7.045,9.245
ligand_44890611_docking,9,-4.795,8.165,11.58
ligand_9034674_docking,1,-7.11,0.0,0.0
ligand_9034674_docking,2,-6.825,4.836,6.367
ligand_9034674_docking,3,-6.755,4.868,6.355
ligand_9034674_docking,4,-5.934,10.41,13.62
ligand_9034674_docking,5,-5.812,1.821,2.213
ligand_9034674_docking,6,-5.736,10.05,14.01
ligand_9034674_docking,7,-5.709,10.1,13.71
ligand_9034674_docking,8,-5.665,11.04,14.5
ligand_9034674_docking,9,-5.588,4.473,10.47
ligand_16568697_docking,1,-6.598,0.0,0.0
ligand_16568697_docking,2,-6.452,2.299,2.851
ligand_16568697_docking,3,-6.422,7.782,8.908
ligand_16568697_docking,4,-6.394,7.719,9.107
ligand_16568697_docking,5,-6.17,6.199,7.374
ligand_16568697_docking,6,-6.122,7.065,7.938
ligand_16568697_docking,7,-5.846,12.95,14.89
ligand_16568697_docking,8,-5.695,7.788,9.069
ligand_16568697_docking,9,-5.641,2.069,2.433
ligand_54829167_docking,1,-5.871,0.0,0.0
ligand_54829167_docking,2,-5.86,1.146,1.679
ligand_54829167_docking,3,-5.843,7.382,8.701
ligand_54829167_docking,4,-5.521,5.511,6.405
ligand_54829167_docking,5,-5.519,2.592,3.248
ligand_54829167_docking,6,-5.405,3.528,8.173
ligand_54829167_docking,7,-5.358,6.028,7.006
ligand_54829167_docking,8,-5.283,11.69,14.46
ligand_54829167_docking,9,-5.238,12.03,14.7
ligand_43794983_docking,1,-5.227,0.0,0.0
ligand_43794983_docking,2,-5.006,2.285,3.618
ligand_43794983_docking,3,-4.917,9.817,11.65
ligand_43794983_docking,4,-4.875,1.709,2.222
ligand_43794983_docking,5,-4.852,1.389,2.295
ligand_43794983_docking,6,-4.84,1.817,3.037
ligand_43794983_docking,7,-4.807,1.803,2.703
ligand_43794983_docking,8,-4.734,1.018,2.343
ligand_43794983_docking,9,-4.721,2.343,2.934
ligand_54810532_docking,1,-5.577,0.0,0.0
ligand_54810532_docking,2,-5.331,1.588,2.101
ligand_54810532_docking,3,-5.29,4.058,6.049
ligand_54810532_docking,4,-5.234,5.582,11.46
ligand_54810532_docking,5,-5.02,1.985,2.681
ligand_54810532_docking,6,-4.966,2.172,2.906
ligand_54810532_docking,7,-4.96,4.688,7.252
ligand_54810532_docking,8,-4.919,2.768,4.059
ligand_54810532_docking,9,-4.818,2.294,2.976
ligand_54891182_docking,1,-7.224,0.0,0.0
ligand_54891182_docking,2,-6.834,1.856,2.531
ligand_54891182_docking,3,-5.846,2.66,4.158
ligand_54891182_docking,4,-5.813,2.854,5.906
ligand_54891182_docking,5,-5.571,3.373,6.803
ligand_54891182_docking,6,-5.385,3.958,6.197
ligand_54891182_docking,7,-5.359,10.43,13.06
ligand_54891182_docking,8,-5.316,3.555,6.584
ligand_54891182_docking,9,-5.264,3.017,4.852
ligand_17179595_docking,1,-7.915,0.0,0.0
ligand_17179595_docking,2,-7.624,2.284,10.05
ligand_17179595_docking,3,-7.429,1.74,2.915
ligand_17179595_docking,4,-7.261,1.567,9.839
ligand_17179595_docking,5,-7.233,11.41,14.76
ligand_17179595_docking,6,-7.128,11.49,13.58
ligand_17179595_docking,7,-6.958,3.153,9.829
ligand_17179595_docking,8,-6.794,6.378,7.911
ligand_17179595_docking,9,-6.7,7.177,8.844
ligand_61304305_docking,1,-6.896,0.0,0.0
ligand_61304305_docking,2,-6.85,3.801,6.527
ligand_61304305_docking,3,-6.719,3.599,6.381
ligand_61304305_docking,4,-6.299,1.744,2.276
ligand_61304305_docking,5,-6.255,2.548,3.405
ligand_61304305_docking,6,-6.193,1.698,2.262
ligand_61304305_docking,7,-6.091,13.01,15.6
ligand_61304305_docking,8,-5.826,13.73,16.79
ligand_61304305_docking,9,-5.784,12.9,15.46
ligand_22139396_docking,1,-7.904,0.0,0.0
ligand_22139396_docking,2,-7.228,1.602,2.161
ligand_22139396_docking,3,-6.342,11.33,14.49
ligand_22139396_docking,4,-6.299,2.046,6.117
ligand_22139396_docking,5,-5.991,11.42,14.73
ligand_22139396_docking,6,-5.904,3.14,4.376
ligand_22139396_docking,7,-5.878,3.142,5.402
ligand_22139396_docking,8,-5.754,3.088,7.08
ligand_22139396_docking,9,-5.661,12.41,14.84
ligand_119044821_docking,1,-7.939,0.0,0.0
ligand_119044821_docking,2,-7.5,5.511,8.88
ligand_119044821_docking,3,-7.434,1.558,2.265
ligand_119044821_docking,4,-7.374,5.527,9.026
ligand_119044821_docking,5,-7.311,2.608,3.692
ligand_119044821_docking,6,-7.173,3.007,4.654
ligand_119044821_docking,7,-7.167,4.535,8.432
ligand_119044821_docking,8,-7.164,3.648,10.2
ligand_119044821_docking,9,-7.105,5.34,11.77
ligand_18122888_docking,1,-7.997,0.0,0.0
ligand_18122888_docking,2,-7.4,2.718,5.775
ligand_18122888_docking,3,-7.054,2.616,5.818
ligand_18122888_docking,4,-6.791,3.049,5.916
ligand_18122888_docking,5,-6.777,1.599,2.251
ligand_18122888_docking,6,-6.523,11.7,14.11
ligand_18122888_docking,7,-6.505,5.735,8.023
ligand_18122888_docking,8,-6.353,11.89,14.95
ligand_18122888_docking,9,-5.966,5.759,9.307
ligand_54831843_docking,1,-7.905,0.0,0.0
ligand_54831843_docking,2,-7.416,2.991,12.21
ligand_54831843_docking,3,-7.35,3.1,11.87
ligand_54831843_docking,4,-7.19,1.101,1.368
ligand_54831843_docking,5,-6.894,1.334,1.778
ligand_54831843_docking,6,-6.862,3.34,10.88
ligand_54831843_docking,7,-6.831,1.32,1.966
ligand_54831843_docking,8,-6.745,4.128,11.86
ligand_54831843_docking,9,-6.608,10.17,11.67
ligand_60062238_docking,1,-5.05,0.0,0.0
ligand_60062238_docking,2,-4.752,2.036,2.303
ligand_60062238_docking,3,-4.715,8.637,11.4
ligand_60062238_docking,4,-4.608,4.3,5.543
ligand_60062238_docking,5,-4.467,3.313,6.556
ligand_60062238_docking,6,-4.463,3.835,6.491
ligand_60062238_docking,7,-4.434,4.678,7.168
ligand_60062238_docking,8,-4.417,3.056,6.824
ligand_60062238_docking,9,-4.406,9.357,11.13
ligand_60962978_docking,1,-6.403,0.0,0.0
ligand_60962978_docking,2,-6.26,2.104,2.969
ligand_60962978_docking,3,-6.089,1.902,2.517
ligand_60962978_docking,4,-5.639,12.2,14.3
ligand_60962978_docking,5,-5.503,11.5,15.06
ligand_60962978_docking,6,-5.45,2.089,3.226
ligand_60962978_docking,7,-5.351,1.385,2.217
ligand_60962978_docking,8,-5.164,11.45,15.05
ligand_60962978_docking,9,-4.991,9.892,12.35
ligand_94270975_docking,1,-8.368,0.0,0.0
ligand_94270975_docking,2,-8.163,2.318,6.039
ligand_94270975_docking,3,-7.556,2.329,6.468
ligand_94270975_docking,4,-6.742,2.404,6.152
ligand_94270975_docking,5,-6.636,2.672,6.967
ligand_94270975_docking,6,-6.222,11.56,14.63
ligand_94270975_docking,7,-6.139,2.556,6.477
ligand_94270975_docking,8,-6.117,12.14,15.95
ligand_94270975_docking,9,-6.021,11.67,14.73
ligand_43231663_docking,1,-7.521,0.0,0.0
ligand_43231663_docking,2,-7.358,2.678,6.306
ligand_43231663_docking,3,-7.293,1.338,1.772
ligand_43231663_docking,4,-6.548,14.04,16.79
ligand_43231663_docking,6,-5.733,10.68,15.48
ligand_43231663_docking,7,-5.713,3.14,6.842
ligand_43231663_docking,8,-5.701,10.76,15.49
ligand_43231663_docking,9,-5.687,2.586,3.308
ligand_113000120_docking,1,-7.384,0.0,0.0
ligand_113000120_docking,2,-7.158,6.337,7.988
ligand_113000120_docking,3,-6.975,3.13,4.765
ligand_113000120_docking,4,-6.89,6.59,8.435
ligand_113000120_docking,5,-6.857,2.514,3.334
ligand_113000120_docking,6,-6.802,5.694,11.28
ligand_113000120_docking,7,-6.736,1.021,2.161
ligand_113000120_docking,8,-6.603,2.644,4.339
ligand_113000120_docking,9,-6.517,6.302,11.07
ligand_110661742_docking,1,-7.082,0.0,0.0
ligand_110661742_docking,2,-6.955,1.133,2.457
ligand_110661742_docking,3,-6.816,2.765,6.703
ligand_110661742_docking,4,-6.664,1.779,3.006
ligand_110661742_docking,5,-6.655,2.535,7.449
ligand_110661742_docking,6,-6.557,1.961,3.878
ligand_110661742_docking,7,-6.536,2.396,3.958
ligand_110661742_docking,8,-6.429,2.563,3.782
ligand_110661742_docking,9,-6.411,2.755,6.399
ligand_18282887_docking,1,-9.199,0.0,0.0
ligand_18282887_docking,2,-8.677,6.478,9.189
ligand_18282887_docking,3,-8.233,2.19,2.841
ligand_18282887_docking,4,-7.893,3.145,7.421
ligand_18282887_docking,5,-7.881,3.106,11.31
ligand_18282887_docking,6,-7.79,3.712,4.502
ligand_18282887_docking,7,-7.683,2.973,9.655
ligand_18282887_docking,8,-7.651,6.47,8.626
ligand_18282887_docking,9,-7.538,6.453,12.32
ligand_51214695_docking,1,-6.989,0.0,0.0
ligand_51214695_docking,2,-6.684,7.409,11.65
ligand_51214695_docking,3,-6.34,5.756,9.607
ligand_51214695_docking,4,-6.237,3.343,9.045
ligand_51214695_docking,5,-6.201,7.516,11.44
ligand_51214695_docking,6,-6.195,7.441,11.19
ligand_51214695_docking,7,-6.115,3.543,6.689
ligand_51214695_docking,8,-6.08,1.664,3.151
ligand_51214695_docking,9,-5.962,5.772,7.598
ligand_24082345_docking,1,-7.911,0.0,0.0
ligand_24082345_docking,2,-7.605,1.307,1.791
ligand_24082345_docking,3,-7.368,1.568,2.056
ligand_24082345_docking,4,-7.017,5.236,7.118
ligand_24082345_docking,5,-6.889,5.295,6.987
ligand_24082345_docking,6,-6.49,11.36,14.95
ligand_24082345_docking,7,-6.387,12.05,15.18
ligand_24082345_docking,8,-6.34,2.034,3.203
