cid	canonicalsmiles
54130893	COC(=O)C(CC1=CC=C(C=C1)C2=CC=CS2)N
54319585	C1=CC=C(C=C1)CCOC(=O)CNC=O
53860935	C1=CC=C(C=C1)COC(=O)NC(CC2=CN=CC=C2)C=O
54030529	CCOC(=O)C(CC1=CC=C(C=C1)C2=CSC=C2)N
54346081	CC(=O)NC(CSC1=CC=CS1)C(=O)O
53424165	C1=CC=C(C=C1)NC(C(=O)O)O
55827463	CCCN(CC(=O)NC1=CC=CC=C1C)C(=O)CCCC2=CC=C(C=C2)C
55854752	C1CCN(CC1)C(=O)CCNC(=O)C2=CC(=NN2)C3=CC=C(C=C3)Br
56267342	CC1=CC=C(C=C1)CSCCNC(=O)CNC(=O)CC2CCCCC2
56267429	CCN(CC)C(CNC(=O)CNC(=O)CC1CCCCC1)C2=CC=CC=C2
56267817	CC(C)C1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)CNC(=O)CC3CCCCC3
56269858	C1CCCN(CC1)C(=O)NC2=CC=C(C=C2)NC(=O)CNC(=O)CC3CCCCC3
56274874	C1CN(CCC1C(=O)N)C2=CC=C(C=C2)NC(=O)CNC(=O)CC3=CC(=CC=C3)F
56278515	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2C)C(=O)N3CCSCC3
56283150	CCCNC(=O)C1=CC=C(C=C1)NC(=O)CN(C)C2CC2
56346248	CCCCN(CC)C1=CC=C(C=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)N
56351692	C1CCC(CC1)CC(=O)NCC(=O)NC2=CC=C(C=C2)CN3C(=O)CSC3=O
56388274	CCCCN(CC)C1=CC=C(C=C1)C(=O)N2CCCCC2C(=O)N3CCCC3
56016916	CC1=CC(=CC=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)C3CCCN3C(=O)CC4=CC=CS4
56017393	CN(CCCCCC1=CC(=NN1)C2=CC=CC=C2)C(=O)C3CCCN3C(=O)CC4=CC=CS4
56023717	CC1=C(C=C(C=C1)C(=O)NCCNC(=O)C2CCCN2C(=O)CC3=CC=CS3)F
56024443	C1CCN(CC1)C2=NC=C(C=C2)NC(=O)C3CCCN3C(=O)CC4=CC=CS4
56024495	COC1=C(C=CC=N1)CNC(=O)C2CCCN2C(=O)CC3=CC=CS3
56117950	CCN(CC)C(=O)CNC(=O)C1=CC=C(C=C1)NC(=O)CC2C(=O)N=C(S2)N3CCCC3
56184425	CCCN(CC)C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NCC=C
56247183	C1CCCN(CC1)C(=O)CCNC(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3
56516222	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCNC(=O)N(C)CC2=CC=CC=C2
56544128	CNC(=O)C1CCCN1C(=O)CNC(=O)C2=CSC(=N2)C3=CC=C(C=C3)OC
56600050	C1=CC=C(C=C1)COC(=O)CCNC(=O)C2=CC=C(C=C2)O
55949468	C1CCN(CC1)C(=O)C2=CC(=CC=C2)NC(=O)C3=CC(=NN3)C4=CC=C(C=C4)Br
55355596	CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)CNC(C2=CC=CC=C2)C3=CC=CC=N3
55021188	C1=CC=C(C=C1)CN(CCO)C2=NC=CC=N2
55059863	CCNC(=O)CCN(CC)CC1=CC=C(C=C1)N
55150550	CCOC(=O)CN(C)C1=CC=C(C=C1)C#N
54917788	CCCCOC(=O)CNC1=CC=C(C=C1)CC
54934588	CCN(CC)C(=O)CCNCC1=CC=C(C=C1)C
54990720	CCN(CC)C1=CC=C(C=C1)C(=O)NC(C)C(=O)O
54795396	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CCC2=CC=C(C=C2)N
54795403	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCC2=CC=C(C=C2)N
54795579	CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)CCC2=CC(=CC=C2)N
54795762	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CC2=CC=C(C=C2)N
54795767	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CC2=CC=C(C=C2)N
54809181	C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC4=CC=CC=C43
54809229	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC4=CC=CC=C43
54810322	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3Cl
54810442	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC=C2Cl
54810532	C1CCCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3Cl
54810759	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C
54811485	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=C(C=C(C=C3)C)C
54811622	CC1CCN(CC1)C(=O)C2=CC(=CC=C2)NC(=O)CNC3=CC(=C(C=C3)C)C
54811719	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC(=C(C=C2)C)C
54812646	CC1CCN(CC1)C(=O)C2=CC(=CC=C2)NC(=O)CNC3=C(C=CC(=C3)C)C
54812741	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=C(C=CC(=C2)C)C
54813209	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC(=CC(=C3)C)C
54813400	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC(=CC(=C2)C)C
54813500	C1COCCN1C(=O)C2=CC=C(C=C2)NC(=O)CNCC3=CC=CC=C3
54813736	COCCCNC(=O)C1=CC=C(C=C1)NC(=O)CNCC2=CC=CC=C2
54813756	CCN(CC)CC(=O)NC1=CC=C(C=C1)C(=O)NC2CCCCC2
54813881	CNC(=O)C1=CC=C(C=C1)NC(=O)CNCC2=CC=CC=C2
54814067	CCCN(CCC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C
54814933	COCCNC(=O)C1=CC=C(C=C1)NC(=O)CNCCC2=CC=CC=C2
54814961	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNCCC3=CC=CC=C3
54815178	C1CCN(C1)C(=O)C2=CC=C(C=C2)NC(=O)CNCCC3=CC=CC=C3
54815265	C1CCCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNCCC3=CC=CC=C3
54815292	CNC(=O)C1=CC=C(C=C1)NC(=O)CNCC2CCCO2
54815751	COCCNC(=O)C1=CC=C(C=C1)NC(=O)CNCC2CCCO2
54816027	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC(=C(C=C2)C)Cl
54816044	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC(=C3C)C
54816291	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC=C2Br
54816407	C1CCCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3Br
54816543	COCCCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2CCCCC2
54816627	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3Br
54816664	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3CCCCC3
54816668	CNC(=O)C1=CC=C(C=C1)NC(=O)CNC2CCCCC2
54817185	CCCCNC(=O)C1=CC=C(C=C1)NC(=O)CN(C)C2CCCCC2
54817186	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CN(C)C2CCCCC2
54817210	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(C)C2CCCCC2
54817211	CCNC(=O)C1=CC=C(C=C1)NC(=O)CN(C)C2CCCCC2
54817433	CCCNC(=O)C1=CC=C(C=C1)NC(=O)CN(C)C2CCCCC2
54817823	CCCNC(=O)C1=CC=C(C=C1)NC(=O)CN(CC=C)CC=C
54818144	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=C(C=CC=C2C)C
54818198	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=C(C=CC=C2C)C
54818244	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3F
54818389	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC=C2F
54818484	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=C(C=CC=C3C)C
54818488	CC1CCN(CC1)C(=O)C2=CC(=CC=C2)NC(=O)CNC3=C(C=CC=C3C)C
54818505	C1CCCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3F
54818873	CCCN(CCC)CC(=O)NC1=CC=C(C=C1)C(=O)NC2CCCCC2
54819058	CCNC(=O)C1=CC=C(C=C1)NC(=O)CNCC2=CC=CO2
54819773	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNCCOC
54820656	CCCNC(=O)C1=CC=C(C=C1)NC(=O)CNCC=C
54823264	CCN(C1=CC=CC=C1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3C(C)C
54827956	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC=C2OCC3=CC=CC=C3
54830482	CCNC(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N3CCC(CC3)C
54831223	CCCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)NC3CCCCC3
54831407	CCCCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)NC3CCCCC3
54832530	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)N(CC)CC
54832533	CCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)N(CC)CC
54832643	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNCC3=CC=CC=C3Cl
54833836	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N3CCCC3
54833932	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N3CCCC3
54834011	CCNC(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N(CC)CC
54882420	CC1CCCN1C(=O)CNC(=O)C2=CC=C(C=C2)N
54889871	COC(=O)C(C1=CN=CC=C1)NC2=CC=C(C=C2)F
54890494	COC(=O)C(C1=CN=CC=C1)NC2=CC=C(C=C2)Br
54890790	COC(=O)C(C1=CN=CC=C1)NC2=CC=C(C=C2)Cl
54891182	C1=CC(=CC(=C1)C(C(=O)N)NCC2=CC=CS2)C#N
54895110	CC1=CC(=C(C=C1)C(C(=O)O)NCC2=CC=CS2)C
54902503	CNC(=O)C1=CC=C(C=C1)NC2CCNCC2
54834110	CCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N(CC)CC
54834424	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)NCC3=CC=CO3
54834850	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N3CCCCCC3
54835261	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N3CCCCCC3
54836215	CCCNC(=O)C1=CC=C(C=C1)NCC(=O)NC2=CC=CC=C2C(=O)N
54836416	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)NCC3CCCO3
54836980	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)NCC3CCCO3
54837734	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNCC2=CC=C(C=C2)OC
54839285	CCNC(=O)C1=CC=C(C=C1)NCC(=O)NC2=CC=CC=C2C(=O)N
54839635	C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC4=CC=CC=C4C=C3
54839663	CCCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC3=CC=CC=C3C=C2
54841446	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N3CCCCC3
54841536	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)N3CCCCC3
54841674	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)N3CCCCCC3
54842265	C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC(=C3)C(=O)N
54842834	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)NCC3=CC=CO3
54843069	CCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)N3CCC(CC3)C
54843436	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)N3CCCCC3
54843817	CCCCNC(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)NC3CCCCC3
54844066	CCCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)NC3CCCCC3
54844098	CCCNC(=O)C1=CC(=CC=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)NC3CCCCC3
54844164	C1CCC(CC1)NC(=O)C2=CC(=CC=C2)NC(=O)CNC3=CC=C(C=C3)C(=O)NCC4=CC=CC=C4
54844282	C1CCC(CC1)NC(=O)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC(=C3)C(=O)NCC4=CC=CC=C4
54846103	CCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)NC3CCCCC3
42631236	C1=CC=C(C=C1)COC(=O)C(C(C2=CC=CC=C2)O)N
42699707	CCCN(CCC(=O)NC(C)C1=CC=CC=C1)C(=O)CC2=CC=C(C=C2)OC
42745300	CCN(CC)C(=O)C1CSCN1C(=O)C2=CC=C(C=C2)C
42780170	C1=CC=C(C=C1)CNC(=O)CCN(CC2=CC=CC=C2)C(=O)C3=COC=C3
42890858	C1COC(=O)C1NC2=CC=C(C=C2)Br
40695654	C1=CC=C(C=C1)COC(=O)CCNC(=O)C2=CC=C(C=C2)Br
41501043	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCC2=CC=C(C=C2)C#N
41790067	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=C(C=C(C=C2C)C)C
42070221	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=C(C=C(C=C2)C)Br
39947967	CCN(CC)C(=O)CN(C)C(=O)CNC(=O)NCC1=CC=C(C=C1)F
40141424	C1COC(=O)C1NC2=CC=C(C=C2)Br
40141425	C1COC(=O)C1NC2=CC=C(C=C2)Br
40160576	C1=CC=C(C=C1)CNC(=O)CNC(=O)C2=NC=CN=C2
41056581	COC1=CC=C(C=C1)C2CC(=NN2C(=O)COC(=O)C3CCC(=O)N3)C4=CC5=CC=CC=C5C=C4
41056582	COC1=CC=C(C=C1)C2CC(=NN2C(=O)COC(=O)C3CCC(=O)N3)C4=CC5=CC=CC=C5C=C4
41056583	COC1=CC=C(C=C1)C2CC(=NN2C(=O)COC(=O)C3CCC(=O)N3)C4=CC5=CC=CC=C5C=C4
41191285	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC(=O)NCC2=CC=C(C=C2)F
43214397	CNC(=O)CNCC1=CC=C(C=C1)C2=CC=CC=C2
43216096	C1CCC(CC1)CNC(=O)CNC(=O)C2=CC=C(C=C2)N
43228326	CCC1=CC=C(C=C1)C(=O)CN(CC)C2=CC=CC=C2C
43231663	CNC(=O)C1=CC=C(C=C1)NCC2=CC=NC=C2
43241172	CCN(CC)C1=CC=C(C=C1)C(=O)NC(C)C(=O)O
43243076	COC(=O)CCNC1=CC=C(C=C1)C#N
43355562	CCN(CC)C1=CC=C(C=C1)C(=O)N2CCCC2C(=O)O
43373165	COC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)N
43375143	CN(C)C(=O)CN(C)C1=CC=C(C=C1)CO
43683629	CNC(=O)C1=CC=C(C=C1)NCC2=CC=CC=N2
45699382	CCN(CC)C(=O)COC(=O)CNC(=O)C1=CC=C(C=C1)C
43579101	CCN(CC(=O)NC)C(=O)CNC(=O)C1=CC=C(C=C1)N
43400480	CC(=O)NCCNC(=O)CNC(=O)C1=CC=C(C=C1)N
43420193	CCCN(CC1CC1)C(=O)CNC(=O)C2=CC=C(C=C2)N
43461107	CCNC(=O)CN(CC1=CC=C(C=C1)N)CC(=O)N
24693953	C1=CC(=CC(=C1)NC(=O)CC2=CC=CS2)C(=S)N
24711710	CC1CCCCN1C(=O)CNC(=O)C2=CC=C(C=C2)N
24714558	CCCNC(=O)C(C1CCNCC1)NC(=O)C2=CC=C(C=C2)C
26549934	C1=CC=C(C=C1)COC(=O)CNC2=NC3=CC=CC=C3S2
27669872	CC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)C(C)(C)C
25257158	C1=CC=C(C=C1)COC(=O)C(C2=CC=C(C=C2)O)N
25418473	COC1=CC=C(C=C1)C2CC(=NN2C(=O)COC(=O)C3CCC(=O)N3)C4=CC5=CC=CC=C5C=C4
25476240	CCN(CCC(=O)NC1=CC=C(C=C1)C(=O)N)C2=C3C(=CSC3=NC=N2)C4=CC=C(C=C4)Cl
26079963	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CNC(=O)NCC2=CC=C(C=C2)F
26262967	C1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC3=CC=CC=C3N2
26505725	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C(=O)C
26505902	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC=C2OC
26505963	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2C)C
26507680	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=C(C=C(C=C2)C)Cl
26507767	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=C(C=C2)C#N
26525132	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=C(C=C(C=C2)C)F
24730208	COC(=O)C(C1=CC=C(C=C1)OC2=CN=CC=C2)N
24733094	CNC(=O)C1CN(CCN1C(=O)CC2=CC=CS2)CC3=CC4=C(C=C3)OCO4
24792489	C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNCCC3=CC=CC=C3
24792531	C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNCC3=CC=CC=C3Cl
24813789	COC(=O)C1CN1C2=CC=C(C=C2)F
25220019	C1=CC=C(C=C1)CCNC(=O)CN(CC(=O)O)C2=CC=CC=C2
25587116	C1CCN(CC1)CC2=CC=C(C=C2)CNC(=O)C3=CC=C(C=C3)NC(=O)CC#N
25727578	CC(C)CCN(C(C1=CC=NC=C1)C(=O)NC2CCCC2)C(=O)CNC(=O)C3=CC=CS3
25727579	CC(C)CCN(C(C1=CC=NC=C1)C(=O)NC2CCCC2)C(=O)CNC(=O)C3=CC=CS3
11288317	COC(=O)C1CN1C2=CC=C(C=C2)Br
11325491	COC(=O)C(CNCC1=CC=CC=C1)C2=CC=C(C=C2)Br
11459515	COC(=O)C1CN1C2=CC=C(C=C2)Br
11579360	CCOC(=O)CNC1=CC=C(C=C1)C=O
14420241	C1=CC=C(C=C1)COC(=O)C(CO)NC(=O)C2=CC=CC=C2
14420242	C1=CC=C(C=C1)COC(=O)C(CO)NC(=O)C2=CC=CC=C2
14975714	C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)C2=CC=CC=C2
15042588	COC1=CC=C(C=C1)CC(C(=O)OCC2=CC=CC=C2)N
12961677	COC1=CC=C(C=C1)CNC(=O)C2=CC(=CC=C2)N
13273362	C1CCC(CC1)CNC2=CC=C(C=C2)C(=O)NC(=O)C3=CC=CC=C3
13336764	COC1=CC2=C(C=C1)N(C(CC2)C(=O)O)C(=O)CCS
13384571	COC1=CC2=C(C=C1)NC=C2CC(C(=O)OC)N
12045046	C1=CC=C(C=C1)COC(=O)C(C(C2=CC=CC=C2)N)O
12455820	CCOC(=O)CCNCC1=CC=C(C=C1)C
11736843	C1=CC=C(C=C1)COC(=O)CN(CCN)CCN
23824900	CC1=CC(=C(C=C1)C)C(=O)COC(=O)C2=CC(=CC=C2)N
23831662	C1=CC=NC(=C1)C(=O)COC(=O)C2=CC(=CC=C2)N
23851894	CCN(CC)C1=CC=C(C=C1)C(=O)NC2CCCC2
23988651	CCN(CC)C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C
23999522	CC1=CC=C(C=C1)CNC(=O)COC(=O)C2=CC=C(C=C2)N
24049783	CCN(CC)C1=CC=C(C=C1)C(=O)NC2CCCCC2
24231944	CN(C)C(=O)C1=CC=C(C=C1)NC(=O)CCNC(=O)C2=CSC=C2
21766191	COC(=O)C1CN1C2=CC=C(C=C2)Cl
24490931	CCCNC(=O)CN(C)CC(=O)NC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)Cl
24502867	C1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC(=NN2)C3=CC=CC=C3
22572005	COC(=O)C(CC1=CC=C(C=C1)C2=CC=CS2)N
22608621	C1=CC=C(C=C1)COC(=O)C(CCSC2=CC=CC=C2)N
22666027	C1=CC=C(C=C1)NC(C(=O)O)OC2=CC=CC=C2
22742191	C1=CC=C(C=C1)COC(=O)NCCC(=O)CBr
23278476	CCOC(=O)CNC1=CC=C(C=C1)C#N
23469408	C1=CC=C2C=C(C=CC2=C1)C(=O)NC(=O)CNC(=O)CN
21830028	CCOC(=O)C(CC1=CC=C(C=C1)C2=CSC=C2)N
19510306	CCOC(=O)C(CS)NC(=O)C1=CC(=NN1)C2=CC=C(C=C2)C
19514280	COC(=O)CNC(=O)C1=CC(=NN1)C2=CC=C(C=C2)OC(F)F
20191040	COC(=O)NCC(=O)C1=CC=C(C=C1)C#N
21163305	COC(=O)CCNC1=CC=C(C=C1)C=O
21232738	CC1=NN=C(S1)NC(=O)COC(=O)C2=CC=C(C=C2)N
18108695	C1=CC=C(C=C1)CCNC(=O)CCNC(=O)C2=CSC=C2
18122843	COC1=CC=C(C=C1)NC(=O)COC(=O)C2=CC(=CN2)Cl
18122973	CC(C)C1=CC=C(C=C1)C(=O)COC(=O)C2=CC(=CN2)Cl
18135175	CC1=CC=C(C=C1)CN(C)CC(=O)NC2=CC=CC=C2C(=O)N
18623685	CC(C(=O)N1CCCC1C(=O)O)NC(=O)C2=CC(=C(C=C2)N)Cl
18653737	C1=CC=C(C=C1)COC(=O)C(C(C2=CC=CC=C2)N)N
18886297	CCN(CC)CCNC(CC(=O)NC1=CC2=CC=CC=C2C=C1)C(=O)O
20381564	C1=CC=C(C=C1)COC(=O)NCC(=O)NC(C=O)C2=CC=CC=C2
20432484	C1=CC=C2C(=C1)C(=CS2)NCC(=O)N
20477359	COC1=CC=C(C=C1)NC(C(=O)O)C(=O)O
20512986	C1COC(=O)C1NC2=CC=C(C=C2)Cl
20564703	C1=CC=C(C=C1)COC(=O)C(C(C(=O)O)O)N
20606352	C1=CC=C(C=C1)C(=O)NC(CO)COC(=O)C2=CC=CC=C2
18464260	CC1=CC=C(C=C1)COC2=CC=C(C=C2)CC(C(=O)O)N
18531944	CCN(CC)CCN(CC(=O)NC1CCCCC1)C(=O)C2=CC=C(C=C2)NC(=O)C
17195174	CCCCNC(=O)C1=CC=C(C=C1)NC(=O)C2CCCCC2
17196367	C1CCN(C1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=NC=C3
17196735	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2C(=O)O
17196742	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2
15639389	COC1=CC=C(C=C1)C(CC(=O)C2=CC=CC=C2)NO
15714805	COC(=O)C(CC1=CC=C(C=C1)C2=CC=CO2)N
16080625	C1=CC=C(C=C1)CNC(CC(=O)C2=CC=CC=C2)C(=O)NCC3=CC=CC=C3
16080876	C1=CC=C(C=C1)C(=O)COC(=O)C2=CC=CC=C2NN=C(C#N)C(=O)N
16112321	COC(=O)C1CN1C2=CC=C(C=C2)F
16126665	CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2NC
17218748	CCCNC(=O)C1=CC=C(C=C1)NC(=O)C2CCCCC2
17274976	COC1=CC=C(C=C1)C(=O)COC(=O)CNC(=O)C2=CC=CC=C2
17385353	CC1=CC(=CC(=C1)NCCC(=O)C2=CC=CS2)C
17436122	C1=CC(=CC(=C1)NC(=O)CCC2=CC=CS2)C(=O)N
17462303	COC1=CC=C(C=C1)NC(=O)COC(=O)C2=CC(=CN2)Br
17477266	COC1=CC=CC=C1NC(=O)COC(=O)C2=CC(=CN2)Br
16289304	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC(C)C2=CC=CC3=CC=CC=C32
16384437	CC(C)(C)C(=O)COC(=O)C1=CC(=NN1)C2=CC=C(C=C2)Br
17542237	C1=CC2=C(C=CC=N2)C(=C1)NC(=O)CNC(=O)CNC(=O)C3=CC=CS3
17791993	COC1=CC=C(C=C1)CNC(=O)C(CSCC2CCCCC2)NC(=O)C3=CC=NC=C3
17897226	CC(=O)NC(CSC1=CC=CS1)C(=O)O
28579224	CC1=CC=C(C=C1)NC(=O)CNCCC2=CC=CC=N2
28583469	C1=CC=C(C=C1)NC(=O)CNCC2=CC=CC=N2
28586751	CC1=CC=C(C=C1)NC(=O)CNCC(=O)N
32514105	CNC(=O)C1=CC=C(C=C1)NC(=O)CN(CC2=CC=CC=C2)C3CC3
33723207	C1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC3=CC=CC=C3C(=O)N2
34086591	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC(=C2)C(=O)N3CCCC3
34317059	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC(=O)C23CC4CC(C2)CC(C4)C3
34793512	CCNC(=O)CN(CC)C(=O)CCNC(=O)C1=CC=C(C=C1)Br
34796860	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)C(C)(C)C
29262110	CC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)OC
29277318	C1=CSC(=C1)CCNC(=O)CNC(=O)C2=CC=C(C=C2)N
29286374	C1=CC=C(C=C1)NC(=O)CNCC2=CC=NC=C2
29717053	C1=CC=C(C=C1)NC(=O)CN(CC2=CC=CO2)C(=O)CCNC(=O)C3=CC=CO3
29856616	CNC(=O)C1=CC=C(C=C1)NC(=O)CCC2=CSC=C2
30733831	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CC2=CC=C(C=C2)Br
32095459	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CC2=C(NC3=CC=CC=C32)C
32176996	CN(CC(=O)NC1=CC=C(C=C1)OC)C(=O)CCNC(=O)C2=CC3=CC=CC=C3C=C2
35607850	CC(C)(C)OC(=O)COC(=O)C1=CC(=NN1)C2=CC=C(C=C2)Br
36663972	C1=CC=C(C=C1)CNC(=O)CNC(=O)C2=CC(=NN2)C3=CC=C(C=C3)Br
