cid	canonicalsmiles
109620824	C1=CC=C(C=C1)CCN(CCO)C(=O)C2=CC3=CC=CC=C3C(=O)N2
109946680	CCC1=CC=C(C=C1)C(CO)NC(=O)CN(CC)CC
109946696	CCC1=CC=C(C=C1)C(CO)NC(=O)CN(CC)C2CC2
109989302	CC1=CSC=C1C(=O)NC2=CC=C(C=C2)C(=O)NCCCO
110004094	C1=CC=C(C=C1)C(CO)NC(=O)CNC(=O)C2=CSC=C2
323519	C1=CC=C(C=C1)COC(=O)CCNOCC2=CC=CC=C2
323696	C1=CC=C(C=C1)COC(=O)CN(C(=O)C2=CC=CC=C2)O
426159	CCOC(=O)CNCC1=CC=C(C=C1)C
897072	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCC2=CC=CC=C2
957433	C1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC=C(C=C2)Cl
957434	C1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC=C(C=C2)Br
700527	COC1=CC=C(C=C1)C=C(C(=O)O)NO
800088	C1=CC(=CC(=C1)NS(=O)(=O)C2=CC=CS2)C(=O)O
562256	C1=CC=C(C=C1)COC(=O)NCCCO
7832261	CCOC1=CC=C(C=C1)C(=O)COC(=O)C2=CC=CC=C2NC
7980421	C1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC=C(C=C2)I
7854660	CC(=O)COC(=O)CNC(=O)C1=CC=C(C=C1)C2=CC=CC=C2
8503848	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCC2=CNC3=CC=CC=C32
8503894	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)C2CC2
8341157	COC1=CC=CC(=C1)CNC(=O)COC(=O)CNC(=O)C2=CC=CC=C2OC
8386961	CNC(=O)C1=CC=C(C=C1)NC(=O)CN(C)CC2=CC=CS2
8142770	CCNC(=O)C1=CC(=CC=C1)NC(=O)CN(C)CC2=CC=C(C=C2)C
8171433	COC1=CC=C(C=C1)CNC(=O)COC(=O)C2=CC(=NN2)C3=CC=CC=C3
8171855	CC1=CC(=C(C=C1)C(=O)COC(=O)C2=CC(=NN2)C3=CC=CC=C3)C
8533636	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(CC)CC2=CC=CC=C2
8545296	C1=CC=C(C(=C1)C(=O)COC(=O)C2=CC=CN2)F
8547072	C1=CC=C(C(=C1)C(=O)COC(=O)C2=CC=CN2)Cl
9024518	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(C)CC2=CC=C(C=C2)C
9028404	CC(C)C1=CC=C(C=C1)CN(C)CC(=O)NC(CC2=CC=CC=C2)C(=O)C
9028412	CC(C)C1=CC=C(C=C1)CN(C)CC(=O)NC(CC2=CC=CC=C2)C(=O)C
9032556	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC23CC4CC(C2)CC(C4)C3
9055507	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(CC2CCCO2)CC3=CC=CS3
9055509	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(CC2CCCO2)CC3=CC=CS3
8662558	COC1=CC=CC(=C1)CNC(=O)COC(=O)CNC(=O)C2=CC(=CC=C2)F
9087822	CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)CCNC(=O)C2=CC=CC=C2C
9124374	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(C)CC2=CC=C(C=C2)C(=O)NC
9125839	CCCNC(=O)CNC(=O)CN(C)CC1=CC=C(C=C1)C(=O)NC
9125868	CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)CN(C)CC2=CC=C(C=C2)C(=O)NC
9125958	CCNC(=O)C(C)NC(=O)CN(C)CC1=CC=C(C=C1)C(=O)NC
9125960	CCNC(=O)C(C)NC(=O)CN(C)CC1=CC=C(C=C1)C(=O)NC
8678338	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(CC2=CC=CO2)CC3=CC=CS3
8684055	CCNC(=O)CN(CC)CC(=O)NC1=CC=CC=C1C(=O)NC2=CC=CC(=C2)C
8772304	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNCC(=O)NC
8900909	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN(C)CC2=CC=CC=C2
8801318	CNC(=O)C1=CC=C(C=C1)NC(=O)CN(CC2=CC=CS2)CC3=CC=CS3
4028232	CC1=CC=C(C=C1)NC(=O)C2CCCN2C(=O)N
2970242	C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=CC=CS3
2976531	C1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)Cl
2977578	C1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)Br
2985844	CC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)Br
2991153	CC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)Cl
7139515	CC1=CC=C(C=C1)COC2=CC=C(C=C2)C(C(=O)O)N
7139517	CC1=CC=C(C=C1)COC2=CC=C(C=C2)C(C(=O)O)N
7719880	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2
7719891	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CC2=CC=CC=C2F
7781213	C1=COC(=C1)CNC(=O)COC(=O)C2=CC=C(C=C2)N
7781259	C1=CC=C(C=C1)CNC(=O)COC(=O)C2=CC=C(C=C2)N
7466004	CCCC1=CC=C(C=C1)C(=O)COC(=O)C2=CC3=CC=CC=C3N2
7466054	CCC1=CC=C(C=C1)C(=O)COC(=O)C2=CC3=CC=CC=C3N2
7408157	C1=CC=C(C=C1)COC(=O)CC[NH3+]
4817010	C1CCN(CC1)C(=O)CCNC(=O)C2=CC=C(C=C2)Cl
5150863	C1=CC=C(C=C1)NC(=O)COC(=O)C2=CC=CC=C2N
4085901	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=N2
4277123	CCCCNC(=O)C1CCC(=O)N1CC2=CC=C(C=C2)C
4624097	COC1=CC=C(C=C1)C=C(C(=O)O)NO
6954625	C1=CC(=CC(=C1)NCC2=CC=CS2)C(=O)[O-]
1615738	C1=CC=C(C=C1)C(=O)COC(=O)CNC(=O)CNC(=O)C2=CC=CC=C2
2625536	COC1=CC=C(C=C1)CNC(=O)COC(=O)CNC(=O)C2=CC=CC=C2
2098728	C1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)F
2108127	CC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)F
2118162	CC1=CC=C(C=C1)NC(=O)C2CCCN2C(=O)N
2118163	CC1=CC=C(C=C1)NC(=O)C2CCCN2C(=O)N
2481594	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CC2=CC=CC=C2Cl
2232369	C1CCN(CC1)C(=O)CNC(=O)CC2=CC=C(C=C2)Cl
11651813	CCOC(=O)C1=CC=C(C=C1)CC(CO)N
11701639	CCOC(=O)C1=CC=C(C=C1)CC(CO)N
13105427	C1=CC=C(C=C1)C(=O)NCC(=O)C2=CSC=C2
13307861	CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)CCCN
13351406	CCOC(C(=O)C1=CC=CC=C1)NC2=CC=C(C=C2)C
12112284	C1=CC=C(C=C1)COC(=O)C(CSC2=CC=CC=C2)N
12135685	C1=CC=C(C=C1)COC(=O)C(CCCCN)N
12358304	COC1=CC=C(C=C1)C(=O)CNCC2=CN=CC=C2
11278164	CCOC(=O)C(CC1=CC=C(C=C1)C2=CC=CC=C2)N
11345447	C1=CC=C(C=C1)C(=O)COC(=O)C(CS)N
11529937	C1=CC=C(C=C1)CC(C(=O)N)NC(=O)CCNCC2=CC=NC=C2
13765072	C1=CC=C(C=C1)COC(=O)C(CCCCN)N
13765074	C1=CC=C(C=C1)COC(=O)C(CCCCN)N
15441297	C1=CC=C(C=C1)COC(=O)CNCC(=O)O
28829670	C1=CC=C(C=C1)CNC(=O)CNCC2=CC=NC=C2
28411191	COC(=O)CNC1=CC=C(C=C1)C#N
28584452	CCCNC(=O)CNCC1=CC=C(C=C1)C
37229198	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC=C2
37477428	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC=C2C(=O)NC3=CC=C(C=C3)Cl
38750357	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCNC(=O)C2CCCC2
30492702	CC1=C(C(=CC=C1)C)NC(=O)CN(C)C(=O)CCNC(=O)C2=CSC=C2
31740936	C1=CC=C(C=C1)COC(=O)CCNC(=O)C2=CC=CS2
32567667	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)NC(=O)C
34581341	C1CC1NC(=O)COC(=O)C2=CC3=C(N2)C=CC(=C3)Cl
34800948	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2
34800958	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CS2
19164012	CCNC(=O)CNCC1=CC=C(C=C1)C
19805619	C1=CC=C(C=C1)COC(=O)CCNC(=O)N
18266972	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCC2=CC=C(C=C2)C
18444065	C1=CC=C(C=C1)COC(=O)CCC(C=O)N
18605684	C1=CC=C(C=C1)COC(=O)C(CCCN)N
19087610	C1=CC=C(C=C1)COC(=O)C(CCCN)N
18113071	CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)CCNC(=O)C2=CSC=C2
18122886	COC1=CC=CC=C1C(=O)COC(=O)C2=CC(=CN2)Cl
18203653	COC1=CC=CC=C1C(=O)COC(=O)C2=CC(=CN2)Br
16422599	C1CNC2(CCN(CC2)C(=O)CNC(=O)CC3=CC=C(C=C3)F)C4=C1NC=N4
16434141	C1=CC=C(C=C1)COC(=O)NC(C(=O)C2=CC=CC=C2)O
16533028	CCNC(=O)COC(=O)CNC(=O)C1=CC=C(C=C1)C2=CC=CC=C2
16577415	COC1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC=CC=C2I
16641903	CC1=CC=C(C=C1)COC2=CC=C(C=C2)C(C(=O)O)N
17229856	CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)CCC2=CC=CC=C2Cl
17394189	C1=CC(=CC(=C1)NC(=O)CC2=CC=CS2)C(=O)N
17179671	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=NC=C3
17199064	C1CCCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=NC=C3
17541452	CC1=CC=C(C=C1)NC(=O)CCNC(=O)C2=CSC=C2
17583945	C1CNC2(CCN(CC2)C(=O)CNC(=O)CC3=CC=C(C=C3)Cl)C4=C1NC=N4
16080877	C1=CC=C(C=C1)C(=O)COC(=O)C2=CC=CC=C2NN=C(C#N)C#N
24832042	C1=CC=C(C=C1)COC(=O)NCC(=O)CS
24977308	COC1=CC=C(C=C1)COC(=O)CNC(=O)CN
25021183	CC1=CC(=CC=C1)CNC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N
24689689	CCN(CC)C(=O)CNC(=O)C1=CC=C(C=C1)N
24689698	CC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)N
24696686	C1=CC(=CC(=C1)NC(=O)C2=CC=CS2)C(=S)N
24697672	CC1=CSC(=N1)NC(=O)CNC(=O)C2=CC=C(C=C2)N
24709862	C1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)N
25990402	C1CCCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)N
26020529	CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)N
27308455	C1=CC=C(C=C1)COC(=O)NC(C(=O)C2=CC=CC=C2)O
27308456	C1=CC=C(C=C1)COC(=O)NC(C(=O)C2=CC=CC=C2)O
10767215	CC1=CC(=C(C=C1CNC(=O)C2CCCN2C(=O)C(C(C3=CC=CC=C3)C4=CC=CC=C4)N)C)CN
10882712	C1=CC=C(C=C1)C(=O)COC(=O)C(CS)N
10922244	C1=CC=C(C=C1)COC(=O)NC(CO)CF
10978564	COC1=CC=C(C=C1)C(C(=O)OCC2=CC=CC=C2)N
9302757	CCCNC(=O)CN(C)CC1=CC=C(C=C1)C2=CC=CC=C2
9314446	C1CCN(CC1)C(=O)CCNC(=O)C2=CC=C(C=C2)Br
10222332	COC1=CC=C(C=C1)CNC(=O)C2CCCN2C(=O)CC(CC3=CC=CC=C3)N
10703648	C1=CC=C(C=C1)COC(=O)NCCCO
9433113	CCNC(=O)CN(CC)CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2OC
9433351	CCNC(=O)CN(CC)CC(=O)NC(CC1=CC=CC=C1)C(=O)C
9433353	CCNC(=O)CN(CC)CC(=O)NC(CC1=CC=CC=C1)C(=O)C
9492426	CNC(=O)CNC(=O)COC(=O)CNC(=O)C1=CC=C(C=C1)C2=CC=CC=C2
24414590	C1=CC=C(C=C1)COC(=O)CNC(=O)C2=CC=C(C=C2)F
22458395	CCCCOC(=O)CNC1=CC=C(C=C1)C
21830033	COC(=O)C(CC1=CC=C(C=C1)C2=CSC=C2)N
21832238	C1=CC=C(C=C1)COC(=O)NCC(=O)CCl
21919261	C1=CC=C2C(=C1)C(=CS2)C(=O)CN
23498447	C1=CC=C(C=C1)COC(=O)N(CCO)CCO
23532303	C1=CC=C(C=C1)COC(=O)NCC(=O)CBr
23592963	C1=CC=C(C=C1)COC(=O)CCN(CCN)CCN
24027389	C1=CC=NC(=C1)C(=O)COC(=O)C2=CC=C(C=C2)N
24236352	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CCNC(=O)CC2=CC=CC=C2
24245802	CC1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)C
23052674	CCOC(=O)CCNC1=CC=C(C=C1)C
21724319	C1=CC=C(C=C1)COC(=O)CNC(=S)CN
63040936	CCOC(=O)C(CCOC1=CC=CC(=C1)CO)NC
63948314	COC(=O)CCOC(=O)C1=CC(=CC=C1)N
63954961	CCN(CC1CC1)C(=O)CNC(=O)C2=CC=C(C=C2)N
64045964	CN(CC1=CNN=C1)C(=O)CNC(=O)C2=CC=C(C=C2)N
64145061	C1=CC=C2C(=C1)C(=CS2)CSCCC(C(=O)O)NC=O
60850338	CCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2CCCC2
60235602	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CNC2=CC=CC3=C2CN(C3)C(C)C(C)C
60285003	C1CCN(CC1)C2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3C(=O)N4CCCC4CO
60788398	CCOC(=O)C(C1=CC=C(C=C1)C2=CC=CC=C2)NC
60834862	CCCOC(=O)CNC1=CC=C(C=C1)C
60636905	CCN(CC)C1=CC=C(C=C1)C(=O)NC2CC2
60642596	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)CN
60652743	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)I
60665396	CNC(=O)COC(=O)C1=CC(=CC=C1)N
60707868	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)F
60719179	CC1=CSC(=N1)CNC(=O)CNC(=O)C2=CC=C(C=C2)N
61613170	C1=CC=C2C(=C1)C(=CS2)C(=O)NCC(=O)NCC(=O)O
61143605	CCN(CC)C1=CC=C(C=C1)C(=O)N2CSCC2C(=O)O
61153188	CCN(CC)C1=CC=C(C=C1)C(=O)NC(CO)C(=O)O
61162922	CCNC(=O)CN(CC)C(=O)C(CC1=CC=C(C=C1)O)N
61347327	C1=CC(=CC(=C1)Cl)NC(C2=CC=CS2)C(=O)N
61347714	C1=CC(=CC(=C1)Br)NC(C2=CC=CS2)C(=O)N
61347906	C1=CC(=CC(=C1)F)NC(C2=CC=CS2)C(=O)N
65817185	CCNC(=O)C1CNCCN1C(=O)CC2=CC=C(C=C2)C
66173293	CC(C(=O)O)NC1=CC2=C(C=C1)NC=C2
67642437	C1=CC=C(C=C1)COC(=O)C(CCCCO)N
67642439	C1=CC=C(C=C1)COC(=O)C(CCCCO)N
67642489	C1=CC=C(C=C1)COC(=O)C(CCCO)N
67642491	C1=CC=C(C=C1)COC(=O)C(CCCO)N
66911716	CCOC(=O)CNNC1=CC=C(C=C1)Cl
67029705	CC1=C(C=CC(=N1)N)CNC(=O)C(CC2=CC(=C(C=C2)Cl)Cl)NC(=O)C3CCCN3C
67029747	CC1=C(C=CC(=N1)N)CNC(=O)C(CC2=CC(=C(C=C2)F)F)NC(=O)C3CCCN3C
67287256	C1=CC=C(C=C1)COC(=O)CC(C#N)N
67427990	C1=CC=C(C=C1)C(=O)COC(=O)C(CO)N
68927477	C1=CC=C(C=C1)COC(=O)CCC(CO)N
69080636	C1=CC=C(C=C1)C(=O)COC(=O)C(CO)N
69367651	C1=CC=C(C=C1)COC(=O)C(CCCCCBr)N
71332538	C1=CC=C(C=C1)COC(=O)C(NC(=O)C2=CC=CC=C2)O
71412926	C1=CC=C(C=C1)COC(=O)NC(CO)C2=CC=C(C=C2)Cl
70926479	C1=CC=C(C=C1)CCNCCC(=O)C2=CN=CC=C2
69484724	C1=CC=C(C=C1)COC(=O)C(C2=CC=C(C=C2)C3=CC=CC=C3)N
69873690	CC(C(=O)O)NC1=CC2=C(C=C1)NC=C2
70117238	C1=CC=C(C=C1)COC(=O)C(CCCCI)N
70287910	C1=CC=C(C=C1)COC(=O)CCC(CO)N
72254071	C1=CC=C(C=C1)COC(=O)NC(CO)C2=CC=C(C=C2)Br
73330974	CCN(CC)C1=CC=C(C=C1)C(=O)NCC(=O)NN=CC2=CSC3=CC=CC=C32
61952800	CCOC(=O)C(COC1=CC=CC(=C1)CO)NC
61964048	CCOC(=O)CCNCC1=CC=C(C=C1)C2=CC=CC=C2
61983704	CCOC(=O)CCN(C)C1=CC=C(C=C1)C
61984653	CCCCOC(=O)CN(C)C1=CC=C(C=C1)C
62028985	CCC1=CC=C(C=C1)C(=O)CN(CC)C2CCNCC2
62031469	CCCC1=CC=C(C=C1)C(=O)CN(CC)C2CCNCC2
62051915	CCCCN(CC(=O)C1=CC=C(C=C1)CCC)CC(=O)N
62052887	CCCCN(CC(=O)C1=CC=C(C=C1)CC)CC(=O)N
76894353	CCNC(=O)CN(CC)C(=O)C(CC1=CC=C(C=C1)O)N
77260012	C1=CC=C(C=C1)COC(=O)CC(C#N)N
78825148	CCNC(=O)CN(CC)C1=CC=C(C=C1)F
79016622	C1=CC(=CC(=C1)F)C(=O)NC(C2=CC=CS2)C(=O)O
87851025	C1CCC(CC1)C(CNC(=O)C2=CC=C(C=C2)N)C(=O)NCC#N
87954085	C1=CC=C(C=C1)COC(=O)NC(C=O)C2=CC=C(C=C2)O
89355555	C1=CC=C(C=C1)COC(=O)C(CCC=O)N
89702437	CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)C3CCCN3C(=O)C(CC4=CC=CC=C4)NC(=O)C
88973318	C1=CC=C(C=C1)COC(=O)C(CCC=O)N
86638366	C1=CC=C(C=C1)COC(=O)CNCC2=CC=CC=N2
87006676	CCCN(CCC)C(=O)C1=CC=C(C=C1)NC(=O)CC2=CNC3=CC=CC=C32
85353525	COC1=CC=C(C=C1)C(C(=O)OCC2=CC=CC=C2)N
85434685	C1=CC=C(C=C1)COC(=O)C(CSC2=CC=CC=C2)N
85639990	C1=CC=C(C=C1)COC(=O)CN(C=O)C=O
85649902	COC(=O)C1C(N1)C2=CC=C(C=C2)Cl
89859304	C1=CC=C(C=C1)COC(=O)NC(C=O)C2=CC=C(C=C2)O
90090668	COC(=O)CNC1=CC=C(C=C1)C=O
90663110	CC1=CC(=C(C=C1CNC(=O)C2CCCN2C(=O)C(C(C3=CC=CC=C3)C4=CC=CC=C4)N)C)CN
90697127	C1=CC=C(C=C1)COC(=O)C(CN)C2=CC=CC3=CC=CC=C32
82104500	C1=CC(=CN=C1)CNCC(=O)C2=CC=C(C=C2)Br
82118343	CC1=CC(=CC(=C1)NCC(=O)C2=CC=CS2)C
82256586	C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC(=O)C3=CC=C(C=C3)N
82258214	C1=CC(=CN=C1)CNCC(=O)C2=CC=C(C=C2)N
84363223	CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)CNC2=C(C=C(C=C2)C)C
83698690	CC1=CC=C(C=C1)NCC(C(=O)O)O
83823706	C1=CC=C(C=C1)CNC(CO)C2=CC=NC=C2
84258467	C1=CC(=CC(=C1)NC(=O)CCNC2=C3C(=CSC3=NC=N2)C4=CC=C(C=C4)F)C(=O)O
84258595	C1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCCC(=O)NC4=CC=CC=C4C(=O)O
84266669	C1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCCC(=O)NCC(=O)O
84266691	C1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCCC(=O)NCCC(=O)O
82351329	COC(=O)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)N
82358560	C1=CC=C(C=C1)CCOC(=O)CNCCO
82101319	CCC1=CC=C(C=C1)C(=O)CNCCN(CC)CC
82101449	C1=CC(=CN=C1)CNCC(=O)C2=CC=C(C=C2)Cl
82101488	C1=CC(=CN=C1)CNCC(=O)C2=CC=C(C=C2)F
79203975	CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)C(C)CNC
79273598	COC1=CC=C(C=C1)COC(=O)CNCC#C
80750480	CCN(CC)C1=CC=C(C=C1)C(=O)NC(CO)C(=O)O
96364291	CC1=CC=C(C=C1)CCOC(=O)CNC
99849610	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC2=CSC=N2
129807149	C1=CC=C(C=C1)COC(=O)C(CCCN)N
132190916	C1=CC=C(C=C1)COC(=O)CNC2=CC=CC3=CC=CC=C32
131730129	C1=CC=C(C=C1)COC(=O)C(=O)C(CN)N
170884614	COC(=O)C(CCCCCC1=CC=C(C=C1)C2=CC=CC=C2)N
163966556	CCN(CC)C1=CC=C(C=C1)C(=O)NCC(=O)NN=CC2=CSC3=CC=CC=C32
164114894	CSC1=CC=C(C=C1)NCN2CCCC2C(=O)NC(CCC3=CC=CC=C3)C(=O)N
165462320	C1=CC=C(C=C1)COCCCC(=O)COCCN
165685663	COC(=O)C(CN)C1=CC=C(C=C1)C#C
165693217	COC(=O)C(CN)C1=CC=C(C=C1)C#N
133891250	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)Cl
133962129	CCNC(=O)CN(CC)C(=O)CCC1=CC=C(C=C1)OC
134543660	C1CN(C1C(=O)NC(CC2=CC=CC=N2)C3=CC=CC=C3)C(=O)CN
134543661	C1CN(C1C(=O)NC(CC2=CC=CC=N2)C3=CC=CC=C3)C(=O)CN
134994212	C1=CC=C(C=C1)COC(=O)C(CCON)N
135066300	C1=CC=C(C=C1)COC(=O)NC(CO)C2=CC=C(C=C2)F
133064201	C1=CC=C(C=C1)COC(=O)CCC(C=O)N
135337369	C1=CC=C(C=C1)COC(=O)C(CCCCCO)N
136578816	CNC(=O)C1=CC=C(C=C1)CN(C)C(=O)C2CCCN2C(=O)CC3=CC=CS3
133757901	CCNC(=O)CN(CC)C(=O)CC1=CC=C(C=C1)C(F)(F)F
123969141	CCN(CC)C1=CC=C(C=C1)C(=O)NCC(=O)NN=CC2=CSC3=CC=CC=C32
124604219	C1=CC=C(C=C1)COC(=O)NC(C(=O)C2=CC=CC=C2)Cl
124604220	C1=CC=C(C=C1)COC(=O)NC(C(=O)C2=CC=CC=C2)Cl
126811835	COC(=O)CCNC(=O)C1=CC=C(C=C1)NCC2=CSC=C2
126837216	CCCCN(CC)C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O
126837218	CCCN(CC)C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O
141028695	CCOC(=O)CNNC1=CC=C(C=C1)Br
141134129	COC1=CC=C(C=C1)NC(C(=O)O)NC(=O)O
141297162	C1=CC=C(C=C1)COC(=O)C(C2=NC=CN2)N
139594532	CC1=CC(=CC=C1)CNC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N
140410992	C1=CC=C(C=C1)COC(=O)NC(CO)CS
140679858	C1=CC=C(C=C1)COC(=O)C(CN)C=O
138692897	CC1=CC(=CC=C1)CNC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N
141451020	C1=CC=C(C=C1)COC(=O)C(CCCC=O)N
141505220	CCOC(=O)C(CC1=CC=C(C=C1)C2=CC=CC=C2)N
141856856	CNC1=CC=C(C=C1)CNC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N
142882730	CC1=CC(=C(C=C1)N2C=NC=N2)CNC(=O)C3CCCN3C(=O)CC(C)(C)C
144883641	C1=CC=C(C=C1)COC(=O)C(CCCBr)N
145271701	C1=CC=C(C=C1)COC(=O)CCNC(=O)O
156138408	CCN(CC)CC1=CC=CC=C1CNC(=O)C2=CC(=CC=C2)NC(=O)C3=CC=C(C=C3)N
145611356	CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)C3CCCN3C(=O)CNC
153496313	C1=CC=C(C=C1)COC(=O)NC(CO)C2=CC=C(C=C2)Cl
153496315	C1=CC=C(C=C1)COC(=O)NC(CO)C2=CC=C(C=C2)Cl
148676029	COC1=CC=C(C=C1)CNC(=O)C2CCCN2C(=O)N
156649238	CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)C3CCCN3C(=O)CNC
155135925	C1=CC=C(C=C1)COC(=O)C(CCCO)N
165986160	C1=CC=C(C=C1)COC(=O)NC(CO)C2=CC=C(C=C2)F
165993893	C1=CC=C(C=C1)COC(=O)NCC(=O)C2=CC=NN2
166183709	CN(CC(=O)N1CCN(CC1)CC2=CC=CC=C2)C(=O)C3=CC(=NN3)C4=CC=C(C=C4)Br
165909377	C1=CC=C(C=C1)COC(=O)NC(CO)CF
165909559	C1=CC=C(C=C1)COC(=O)N(CCO)C2=CC=NC=C2
165912757	C1=CC=C(C=C1)COC(=O)NCC(=O)C2=CC=CC=N2
165926442	C1=CC=C(C=C1)COC(=O)NC(CO)C2=CC=C(C=C2)F
165932303	C1=CC=C(C=C1)COC(=O)NCC(=O)C2=CC(=CC=C2)F
165933587	C1=CC=C(C=C1)COC(=O)NCC(=O)C2=CC(=CC=C2)Br
165934761	C1=CC=C(C=C1)COC(=O)NCC(=O)C2=CC=NC=C2
165935439	C1=CC=C(C=C1)COC(=O)NCCC(=O)C2=CC=CC=C2Cl
167729493	COC(=O)C(CC1=CC2=C(C=C1)NN=C2)N
167751485	C1=CC=C(C=C1)C(=O)COC(=O)C2=CC(=NN2)C3=CC4=CC=CC=C4C=C3
168014947	COC1=CC=C(C=C1)CCC(=O)N2CCCC2C(=O)NCC3=CSC=N3
168206424	COC(=O)CNC1=CC2=C(C=C1)C=CN2
47420783	CCN(CC)C(=O)CNC(=O)C1=CC=C(C=C1)I
46388521	CN(C)C1=CC=C(C=C1)C(=O)NC(CCSC)C(=O)NCC2=CSC=N2
46568152	CNC(=O)C1=CC(=CC=C1)NC(=O)CN(CC2=CC=C(C=C2)C(=O)N)C3CC3
46796020	C1=CC=C(C=C1)COC(=O)CCNC(=O)C2=CC=CO2
47007592	CCNC(=O)CN(CC)C(=O)C1=CC=C(C=C1)Br
47028401	CN1C=CC=C1C(=O)COC(=O)C2=CC(=NN2)C3=CC=C(C=C3)F
47205321	C1CCN(CC1)C(=O)CNC(=O)C2=CC=C(C=C2)I
47250876	C1CCN(CC1)C(=O)CCNC(=O)C2=CC=C(C=C2)F
47250883	C1CCN(CC1)C(=O)CCNC(=O)C2=CC=C(C=C2)I
